timestamp,source_ip,destination_ip,domain,resource
1679339722,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339723,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339724,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339725,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339725,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339729,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339729,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339730,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339730,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339735,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339736,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339736,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339736,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339737,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339760,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339761,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339762,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339764,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339766,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339770,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339771,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339773,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339783,102.0.0.2,101.0.0.20,stackadapt.com,/
1679339788,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339789,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339842,102.0.0.2,101.0.0.20,netflix.com,/
1679339859,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339859,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339862,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339862,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339864,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339864,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339870,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339871,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339877,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339881,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339882,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339882,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339883,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339885,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339886,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339887,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339888,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339888,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339890,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339891,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339892,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339892,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339892,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339894,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339926,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339927,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339927,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339929,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339934,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679339974,102.0.0.2,101.0.0.20,mzstatic.com,/
1679340060,102.0.0.2,101.0.0.20,revcontent.com,/
1679340153,102.0.0.2,101.0.0.20,twimg.com,/
1679340276,102.0.0.2,101.0.0.20,amazonvideo.com,/
1679340353,102.0.0.2,101.0.0.20,mediatek.com,/
1679340417,102.0.0.2,101.0.0.20,fitbit.com,/
1679340503,102.0.0.2,101.0.0.20,sonobi.com,/
1679340598,102.0.0.2,101.0.0.20,google.de,/
1679340637,102.0.0.2,101.0.0.10,evil.dne,/resource0.html
1679340666,102.0.0.2,101.0.0.20,nflxvideo.net,/
1679340795,102.0.0.2,101.0.0.20,worldfcdn2.com,/
1679340816,102.0.0.2,101.0.0.20,appsflyersdk.com,/
1679340899,102.0.0.2,101.0.0.20,inner-active.mobi,/
1679341003,102.0.0.2,101.0.0.20,surfsharkstatus.com,/
1679341091,102.0.0.2,101.0.0.20,tiktokcdn.com,/
1679341124,102.0.0.2,101.0.0.20,chartbeat.net,/
1679341196,102.0.0.2,101.0.0.20,webex.com,/
1679341297,102.0.0.2,101.0.0.20,sharethrough.com,/
1679341421,102.0.0.2,101.0.0.20,gvt2.com,/
1679341484,102.0.0.2,101.0.0.20,fbsbx.com,/
1679341594,102.0.0.2,101.0.0.20,realsrv.com,/
1679341679,102.0.0.2,101.0.0.20,urbanairship.com,/
1679341751,102.0.0.2,101.0.0.20,cxense.com,/
1679341877,102.0.0.2,101.0.0.20,msidentity.com,/
1679341965,102.0.0.2,101.0.0.20,vivint.ai,/
1679342021,102.0.0.2,101.0.0.20,worldfcdn.com,/
1679342136,102.0.0.2,101.0.0.20,mgid.com,/
