frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.payload
"1","Dec 31, 1969 19:04:01.000000000 EST","102.0.0.13","100.0.0.3","6","40","40","1","0",,,,"64","119","0","0","0","0","0","0x0002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000000","0.000000000","0.000000000","0.000000000",
"2","Dec 31, 1969 19:04:01.100000000 EST","100.0.0.3","102.0.0.13","6","40","40","1","0",,,,"64","119","1","0","0","0","0","0x0012","0.100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000000","0.100000000","0.100000000","0.100000000",
"3","Dec 31, 1969 19:04:01.100000000 EST","102.0.0.13","100.0.0.3","6","557","557","1","0",,,,"64","4309","1","1","517","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000000","0.000000000","0.100000000","0.000000000","1603010200010001fc0303e84f83c7129c1ca02932f794661a7ab4d1c83e1fd39beb5b0fab70e1d7fb68bb2026b3fc2bb6a9420a8d9199fe2f651db0475fe69cf5eebbf25aaf92d92c4080650024130213031301c02bc02fcca9cca8c02cc030c00ac009c013c01400330039002f003500ff0100018f0000001f001d00001a7777772e726a696e7477723477687176336c68377a702e636f6d000b000403000102000a0006000400170015002300000016000000170000000d0030002e040305030603080708080809080a080b080408050806040105010601030302030301020103020202040205020602002b0009080304030303020301002d000201010033004700450017004104af3ed80a24ff6facd01cc97e8c8635c1b84fbe4ed5aa42e9aa6d493f9e9b1339ac80836267c874bc6ef563ff932f1fa29400f030e12be9ac5dd434f913b399b7001500b800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"4","Dec 31, 1969 19:04:01.200000000 EST","100.0.0.3","102.0.0.13","6","1217","1217","1","0",,,,"64","119","2","1","1177","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.100000000","0.200000000","0.100000000","160303009b020000970303dac9e3df84d7c34501c59109135d3ceef2daa01e724dd82325388a38018b3c842026b3fc2bb6a9420a8d9199fe2f651db0475fe69cf5eebbf25aaf92d92c408065130200004f002b00020304003300450017004104520cb58ed87a0a99d3f1b3f4bb32dd7020e3446112ac4a75bf77e738e0b93793f46d0d139572251b2defb7e253bdafa9181f200b2c027e36f21af8bb439d4a4314030300010117030300178c92ce9f766cb6e2bf49842933bc1dddb9a74ff0722de5170303026a198314c24e391f5acbc9d6615171695480367082e75a5cee89c9ff9d6aec7440f3c6f4e075efe56b43d28d8fdb74d12da66a7cd45c737917f89ed19ced7316fea0d999df840330f4f938eaaa8ff6bd031c4fd730dccd8b852164f61c1da6ebfffdc3c332ae6153c7a16f823312dd452dab3cb6f78e3132c74861b747a38186688ee262965fc3e870a52ec3b7ea6f3cf066847e47a031a05945dc6e91492e47fdab8ca08e43094006bea53a6a9f462306062c83c4fe8132d2c5556977b007f9c1dcd160724dca0b41cd71165995c78c6a31d1bab62c32a8e7b5b9a80b9eb6e9ba9b3aa0769fc586f9a19be68619a6c577a5756eaf8ccc8fc72c0698a2c78e235776e3ef283037da2d42a173822de1fe030c51de965c5e30444e32fc5a8be5af4e66d3d80a003d962ac273340d607124db04a8961edfcad8c8a13d7afeb9df7d2b4d4de10ae63835b436f6adede7e14d1a055827bf4fbb490fd8d3341b0b13907238dd5d669747f69522cecdda26619a004fbc8691196339a4204c2e17431b5856c56819df66b07691902b719d2bf07120fa98c066553e9e05fd9fc94728bcd97884537fdfbc3efaba25490c3f105d9a57a42346306f63008f07d3724a770fb1ea9d9c68888c251a3217eb0d73986f615024071fdd7bac48423a775b80ebb74a5f51e57a83e8a00bff91eea1a6fa544032e78263ef2a0c305c94671557ae725f14691c0e57ea82ae0fdc5d43cef1d4709748d0f4fe48a0e1e39d4658b0d4dc9399650c930de8a382e4714bab0b651d147fc6906c3832bb40c291e87ab949c601f85f38015e05d2cf28e3eb2aefc3d859c8aa21db474ec107ded171e85fb76bf9359d27969e5fc6f62ad8761703030119b2dcc458bb2dbce197dff8abf29e1ca7dec7918d7ec776a8f0bb758c0294d257e72ab27cc5a726666b800ef5cc088b1042962e42673aca930e12cd48655f075b576d46863ad652fff4694e0f90ec6597c69a6d185b02c4d4d3e896cdb16cbf4eba416cd15e7ec52329bfe96ad5501c0d33f651063bcb38e494d9a1001e77a9b5abc465c18679e45869f85c0f8dd9ca2eb960d4b072d0ca32f4785b8dd9f91465b12ba308d59f41f190709be0bd9abdb17fb80e5dade2348c07d8ab02a432a2664f5821926c7802f2c2fca45f6c8e2af207bf297b63474673975ff0f5d03039eee8b9979be1e8e82316dad88322777b07c04f1d99deb9fec0a11783b83b86c0bad7855285148697251613fe2463bcaba6ff22f5b5e5b32364711703030045ff6639e19f7fc4ef0e1930fc389937cb01ea4a1ec65a04e416869e5bb70117ffb69af35a20b2cb9aa9344ad6126d1dbad24397b395b1e5a3b6911208d3bef0d8205d687978"
"5","Dec 31, 1969 19:04:01.200000000 EST","102.0.0.13","100.0.0.3","6","120","120","1","0",,,,"64","4309","2","2","80","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.000000000","0.200000000","0.000000000","140303000101170303004505d98836aa3eb1a088ced239c6be3f22067837819f2fcae5e49952f7c65507f32e04654b369139611199348ea8f2e55adf6487f1b1ce3df0a185f504ff8ace4bfd37a74922"
"6","Dec 31, 1969 19:04:01.200000000 EST","102.0.0.13","100.0.0.3","6","73","73","1","0",,,,"64","4309","2","3","33","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.000000000","0.200000000","0.000000000","170303001c7dd768969d6067d0de1a152e449f4f07dbffdf867f50c0f6f4b3d073"
"7","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.3","102.0.0.13","6","119","119","1","0",,,,"64","119","3","2","79","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.100000000","0.300000000","0.100000000","170303004ad63ae5b368c642b1ebb38a1c752f0fda8222e8627a3a9f9fbfd6a584f9ca3db6c6c33655814fda44ca576f2455ac44a717fbf7f9ef8e9b546989a03dd56acf10b5040b6ac4cf2c84bfe0"
"8","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.3","102.0.0.13","6","119","119","1","0",,,,"64","119","3","3","79","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.000000000","0.300000000","0.000000000","170303004ae30c88a008e04be4d8b2c4a3297491e14ffd8de74255757e601e30d7542f4e4b9b75a05c336ef152c41252bab8e311f1d2869931aaf4daca8f04e73e2d4bbcd230a606868cf6e6fef22b"
"9","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.3","102.0.0.13","6","1500","1500","1","0",,,,"64","119","4","4","1460","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.000000000","0.300000000","0.000000000","170303080d71c0266512c3e02d5c01c5f8e2316f3835a4d9234294c68c5872d6c095937e0cfd3f6ec7e89f2f8cee9c7670d4d227cb37329a7fd0f28891645e36daa799214767d96308b2c215bf652963566422c8bbe3e78cbd879903c7aebc76563acc4ce7d55daf3669561534f737e0dbfeb1b0fdb14e6855cd67099bc80556589ef5dab5bb55a6ab0745ef8e33fc34fbe0d8827c6c0a02d4f8df42bd6ab620d7fbd6ac07285e0bfd0bfe339d3b9217715779d33a76399350e2c79f8895bd5ed946f4f597fd4d1111b9d3c6b46035d459da35dd025f4e793513d97ae09ad1354e3e056ab98a3b2c5c6444d6e9ff823fc99990c248ce62127296d21187d71bd346b11e36b776554b17130ae4b8c93afa4bb6003cb948230d5269aded5ea9ccf4d49a852ceb4702d39cb9ae60ddfc55cfef9574a160e160a16be6c4a58ec908e7ef6ff05c020991a8b6af6d484dd5d285e6bf206fc67aad9d3a8969216c416ee85a4fe1edd6ca44777d54bf135ff43923f7dd2ffb0b9ec04dba4c4d128c3860c7480cb16d46771ae2eff65c5a2ecc04057efd5194501c7143b3314c04e199ad31e50232c6f2cd373f798de12801ff886b6cba264bb52b8cc2142e118f9121ef9f7ab44373769b9fcd0050033d0b8351cc9ec0b50a36d9371e7762bd68cbd0d4015de8682896841f138fef3f811df88b436346f1990c67c658cd7d110451b1362b247fd51ee07c455413697e64653d10c6def0483145187a721c0864c97b468848971bef5ac41f64d3e81e7321c373cf0e882f9b074ed58067c2be4c7bdfe99425040099a0e0b6ee9806f047d4e5c52965aa913871f40caf052698d7ab16bb5fe1bb6863ddd8becac4a6915ea0c15c68b8bcbaa7b3691a928d97f0609008fae2514781d05a558a9e526f1904bd413b5297039eca519b13a8636b4a552237838cb19fca671149e05ea9cb95f81b1f01c8bf99531ced6a7136bdead5bc07dfa3a7ea88e3e74e4eba66388d187d79b9bbaf5093fa30b7a4c80049ae144cd81302aa9cbbf502fcf295121f2cbf8158e0b11de9965024b61c99bf7c9aa01761bd3718a1632df7e41383f6695b6d2f40575e47bdae9cc119e86ef2f6a74c47a81ca6f441f1726c1bd1da74ced71538e45a150de2ec5dfb79b7213282299c7f6eecf385b5f34792f122bb498b90f14371cdd322c6acdacd73dde8032fdcd60d00cdeaf38d7deb13265a015f798c94cc047d84057b39c0a3f026819a73a83b720ebd41778a36d22f6fa72c12ceaeaa3ab6d463f8fce279eb70dd1d137ad9f74d9accea9a1d9092f0ad7d9872d071d2b178086580c75c7910a09e4b4743545f354b657be72ace3af0300604a473d17fe9bf3bac768274478d784559e4497cc06afabeb759348ecbe2657a9cb5bc8c87507eb6e68ff40d61362c4e674ca87363f154b28f763398d2d2d99d290cf089c73d791804a3dd6ff81721c35d26a8ca056b25bb3826e607f84e525ff9a6803748f3e4e5d1b856fafc72507298c0150decbcba5bb1265e566d33e913251cd710911e8132e8507f644ae5d98602d343d2c50608a322e2a54df0903e88a38f400b71c346891668570c3f9b933e1eb9f3cc6d9b3f018e29c1480da87ef2b2ae29253caa6f60a397b843b6c548db42799074a83cc0a11adf00a9528816e2509ca54fea8abd6b302009f7d42ada6b2b0b313135129010f549811b1c73703950af069cdd514b56427b7422e3c07d92f1e738a828fecc2e8af0180863c44301d71910618988f756582cb7e86320421667b65e0d035742f2f477c94921b05865904cb9bc743fba4296ce8e972dde901c81c4889e3f6954e3b53cf80bb328570cf80ba158009271bb127075712331a6724ac0479f6a808c15eca8f8f62926e396cc00ccabac552127f4b7736505fe0a27dc3c9857029f348264defe333d6c14689f833a20c94fe7dad9b1160ccea8e9df2668da44423488a22b9fa1f04670849a18be85e1ee34b3772d234f1e2c5a3feda40b9b3ca4e44b463f1689f80e8e2816272e1085ee76b8c01924add2fa2f00"
"10","Dec 31, 1969 19:04:01.301000000 EST","102.0.0.13","100.0.0.3","6","40","40","1","0",,,,"64","4309","5","4294967295","0","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.301000000","0.001000000","0.301000000","0.001000000",
