frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.payload
"1","Dec 31, 1969 19:04:01.000000000 EST","102.0.0.16","100.0.0.1","6","40","40","1","0",,,,"64","119","0","0","0","0","0","0x0002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000000","0.000000000","0.000000000","0.000000000",
"2","Dec 31, 1969 19:04:01.100000000 EST","100.0.0.1","102.0.0.16","6","40","40","1","0",,,,"64","119","1","0","0","0","0","0x0012","0.100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000000","0.100000000","0.100000000","0.100000000",
"3","Dec 31, 1969 19:04:01.100000000 EST","102.0.0.16","100.0.0.1","6","557","557","1","0",,,,"64","4309","1","1","517","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000000","0.000000000","0.100000000","0.000000000","1603010200010001fc03032e9a3f4daa7518e402aff4875cc4e81b7089f4c4035d4f83c085be113c317cf520a604aa70cf32db2f298b3ca74a528e7ac1829c256569a07bf753f6819c36608c0024130213031301c02bc02fcca9cca8c02cc030c00ac009c013c01400330039002f003500ff0100018f0000002600240000217777772e6b7962757a69723678657a6d7176336a3278716c63706934692e636f6d000b000403000102000a0006000400170015002300000016000000170000000d0030002e040305030603080708080809080a080b080408050806040105010601030302030301020103020202040205020602002b0009080304030303020301002d000201010033004700450017004104704f0c430a634d16d7b90d37ee1c8f227206cc7c327e10ec62a7c4b6a138c4e56fa19f29560d7c421b5049c0cbe019ed4fa83ad939ff45241b921887bdb14f62001500b1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"4","Dec 31, 1969 19:04:01.200000000 EST","100.0.0.1","102.0.0.16","6","1210","1210","1","0",,,,"64","119","2","1","1170","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.100000000","0.200000000","0.100000000","160303009b02000097030365c3e74135a68e5c7e66c35c71e97eb50693ee0374d90f382dda048b4af6249320a604aa70cf32db2f298b3ca74a528e7ac1829c256569a07bf753f6819c36608c130200004f002b00020304003300450017004104747fb3b0a78bcd8917ee8d31fc72c36921a427202df5d7bf33ab679d0909b62375a91e259fa6236313310ebd463671e125deec668f56c2e8af500a169c835bef14030300010117030300171e0c4be52728ab626b67db2cdbf952670a13277d0be9e3170303026304e4a76bd95c7b53c95f6b99d820220410884bd4cd3cbb6c2ef546dcb329b782411ddf7dfb83648e09e6c13f5c4965bf4531d5b7a69b540b0d97153f7d78a979031e50e175943d544b2bb501d052b5aeda7cb494a60a59ca0d39739bf6a255a6437f99bbaf9e7c9d63366efad30fac95ed9a05ca4879abb5842eef1aeb73873fdf6b9ed1ae652d05c0d5017a136e6179c0a3cf2247e090b157f22a949f57e8a097fdba7520b340a124b162a781416292f9f2a9399f486b536afa7f3f38956d8644cbc83e45779e3fe87e3c7c721c8dbddb4116efa48f97604926614044096627772e71e4e2cc548f69070ff99c575dfe14dc8bb05172e7fc10fcd913b3f4bf39366cc2273d933e76bad3e52593b88acc4ed0c9f24b2f47962a9885fce24a10520ab68316fe1f73e648bbd3ec62d20e5fee5cce4c1032d43e8d953ffc32d13c1d1faa4534fb58902ee32fe2df5f610829084db136d7f59a9dae8339bba603f9d1713fd2d254a43d88592f4bd32d98bbad76a035e3996d3b98eafc93846021fa713d8e9944175ea355ed3c066e8539dd89f317a829643841da2c80fbab00477e22ad12d2a0c679c37531525f7790a08154284057b7e21c2b04975d3fd4b333f585fa7d7cc0f9b7c9d0bb6a975e872a4fc749823f8afd5eaf9be310171e7f3578ca33ef13eff39452fae73f4f225cbef4be63a82343036d6b78dcd1663987b85f0bcc13b5eb4f07e3a4e2856d92b84eae1d0fc13c27ccc62ea71c83384c32c2b49ea2b66d8199940878ebbc9cd3cd6633eed472311c032414f47a100a08668276bc3686e5278e93700e3a9f387c8cf7596535ddbab6f4641ee998b0923ecf7f69350abb761703030119fa2fc6df330652722d758303eac86d2458469cc5c96cf057562c9fb9a905156f5fc3b0f1808da6c282b5cafa747dd215e6f10fa84e63a55533a31da0ef6a06a676af8a3b21c61a51f546e109bfe60f63db01ddd826a09509d1deb1e2a13cc071b58ca8d06a89a70f19f614de7ecfafd3d6eba19d6cd1f2903df81c78c04292bde4996d9835e3f509f3910616df49706ad611d22c64fbfb38313ed4aa43ace7abeb42fe4eedea30fa9393fa689eee3a9bd528529f1820d071627b20c50e6e1c1461285f72560530286142b47f8c6cba1f83a1adab77266aef95234c96a24b37a842e9e0183906d349e089c106ece501578b6e41df4f3bfcafb53f755a4a4802e8735b34d136d34f87052c9e5340972f9f4a5181924007000dba1703030045dc058712ea8957478a9a1dd9b44d7912401b186020842de2bf3b80f58fc9bb8e7202973aaec2c83903cfcaeba9d8b25e1a01c7f4b5fae2a54710a7aff9ff7e1826f6cc724e"
"5","Dec 31, 1969 19:04:01.200000000 EST","102.0.0.16","100.0.0.1","6","120","120","1","0",,,,"64","4309","2","2","80","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.000000000","0.200000000","0.000000000","14030300010117030300458c4bf27981613c6ae7378285d7e4bab2f611d5eecc892e470b487b767333dcf5916ab68c2741254c8c8311dc345f6600bd5ab9177ee1ac5346b058fdfa62847623ef18c75b"
"6","Dec 31, 1969 19:04:01.200000000 EST","102.0.0.16","100.0.0.1","6","73","73","1","0",,,,"64","4309","2","3","33","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.000000000","0.200000000","0.000000000","170303001cc56366037f061baa46cfc65bcf3d4c5887776c74486525f6f31bf9b0"
"7","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.1","102.0.0.16","6","119","119","1","0",,,,"64","119","3","2","79","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.100000000","0.300000000","0.100000000","170303004a69b699aa607d46392cda7b11b637d3de5c59449638f550fb9b2fc7ea51d7f782ca15055803548a682d415a688000a8e577cb74475993fee6d0ea24f3246c6342f3e4b51c01417f7e769f"
"8","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.1","102.0.0.16","6","119","119","1","0",,,,"64","119","3","3","79","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.000000000","0.300000000","0.000000000","170303004a5e4a26e926a8058cf83280ef9c254cfdb0f728bf04d7c4893f93491ee8b24a5b3154f2526657875a99bc80f954bafa6b6e85793e0a5d7c369c980c8404c5a8725256fe5ec928e0f3816d"
"9","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.1","102.0.0.16","6","1500","1500","1","0",,,,"64","119","4","4","1460","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.000000000","0.300000000","0.000000000","17030308055845174219a0645ddbbd0f2c5ec1280e47431e91e23cf70893925f21b462c9315ccad439e7cbde0ff17959af0fc4574af0f5ab90d23bd66a9a80bd5f18557090dd025c8c7b7a96ec6ccf52ba4d15721a5d40d6b4aa26c286814a17bfa2684302f3201dea9a34c741cb1a9b64477e35ce36f62c94186a854ccb40bef79015bc92ca6ca9c151b5be33a3f9a0ae9fefb24558d1a9e1290580803f20cb21596ec5991c93ea3950fcd5d4c22800f599042fa93b241ce60ef14d79d80a8ecb90cd39d56e2a1be73ff3e0fd794cd21d78150f87c59327686552d0198039d771792b385a60e09784b844f1cf512371ce04ca0ffec44042e15c3b8514a384f5e045a9fa950838fe0c8c494c06526b69305908de23bc5653bcf1f4ddf07308d4a5f21cdf15ebde06a8d6567c8d904f14b2dffcc05daaa8b5b857be5090b1d52d76a64d99e2b021845211857e8f11448366b83f669809aa4cfea1719e3f84040a8613e9c49775e53e69ea6b16aef3e40526d39224ca126bbe65cacae1fc513429958a924f4a497416f9e1447e40044a9e90e86f62de62c422f627e8a4b7d4b38982bccd068902cceceaaf2027b9c74c1cd9478aa52fd2914c672df7728501167f6bff42de00fca00717a93f5f21c64a5adfc9c4875a2893b85f988782dc8f0708c65c74c2d6893509f923440a589f1e3e3b8ba26387878bf4ae39b9dc59f12d3113b30e659b24df912878dfd887bc6691407f8a62574f204549d6c3b35a3feea1b91f2ef5b7a11bfffcd07dac0e95ec0338537a4975a86460d68b06c8cfbdcf727f5b028599e6d2f521e16b46206da78fd3bb83725db3ff19551296c073e3292f6b1f843a867be5d2e10b8edf2de2fa0fc2ef554f94f54231fb0154c798f9f648252b1c8ffdc30fe9c0544c7eafd71154921124bc803a61f590d7af0b5ec2f14957916530a14d2d06eced80900b4a7efc32583c93de5ae7b674c2ed48f27e8775f9b3613be4eea4347efb40e56594c82ec7fad634e251a90b50372e3fa7dbb3561ec866b0a53bbf3f55f798aec1f370e310d2e23cb3b635665d4c694d964fb1b627cac871eade66a153a381e0928a2265dfa9ff509ac9dd9e0497d99d48a7c80cc8aa88ac2eff0a2f50388be2c5ce60b970737b5882c9c2d4f948cb455033739329b89fc9495f2102d9ce7b22b2343a175ea551e4a692cf43b577595fb2886537bbe6aa7da1c8aeeb1d96a497f7e19edcf62823e22b718b224c61a12ed13100f7518d38fb8aa894a6f685e5271b8fc83fb7a6297678615a2f91b413b4d44efbd871cba7251d2c6d79b1f46864772de4b95beacdd09e9a6f207ed85cacccfa9ed7f8f54a66420601a9e62f1696307a16c17148ae25145a9ec7a2d131d1c9aec138dfb2566239ce11402f47d8680090bcfc88e95219f9dfad422c2f4a7b723984baff0b1822622e928f952ed395a1f87126102e002933ce4c93b10c976b3eddf05dae33023638d03a4e04baf7257b8a475fd78a5183a987cbdb0129dfa098b4ed8dd348444cb4c5270b048ae42fabd836c759883617f02d0adb30ef8d961b90703312e794b9c222515d1ab33c93b9286dbcad21a32bacf2c0fe68a34088f9f01138a1c6c7ff0ffd49a60779fd80167bff2516cac7154cbc0951c90f37dfd917811b352091bcc049aff98f3314fac7dada4c07fc69686f14d3a28403592422ba186c73158903de0436d0814f564085ab00342e0370de19ae28614c3ef06c45c788883072d7b5384ed616c3d406f3547a62114ad384b8762fa75271450ff4b107b008a9017c41bc89dc1a0c15bd4ad83bd5fd8d2307fd848438dd168e05f9980231d5ba7edef751900162d7e3f5f25b50c0b5fd6ec8a42b396a31c30f1c5e8fd5d5cc5ebe5601996922036e248b05af55e0654274fa92b28351febe45bb6c883a6d40fc6263330114195d2e518bdf485e6b325cfd1334a2ef1a275631ec6971bfc27b6a445f09ec68533ba6e674dd1ca6eb514ea2222bb049a110019518c9962935edce98d8900111e00c054d1c74d1fa4d6f4d603b4f"
"10","Dec 31, 1969 19:04:01.301000000 EST","102.0.0.16","100.0.0.1","6","40","40","1","0",,,,"64","4309","5","4294967295","0","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.301000000","0.001000000","0.301000000","0.001000000",
"11","Dec 31, 1969 19:04:01.401000000 EST","100.0.0.1","102.0.0.16","6","638","638","1","0",,,,"64","119","4","5","598","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.401000000","0.100000000","0.401000000","0.100000000","f01855697eaa7d985bb932c58f4fac1ec8d6bafbb2160304ec4926ac553fc5137f27a1309818eb6e00f0c1938ef52c281a1baeac3e780ec92d620c8b9573ce46e7dc1714dd2b365cc8ba635279320eb38fa50f8d8767231760e2f938d05c2b9dd57f2ceda99b77dd84487bd5a9e0211a1317d298ba2af0f173d62cefec706a23964cb5540a6d3bd0523558e977ae064dc0e109c2ffaebe4ea1547e0f8581f4076c246dc0bad26906eba6bb1d33ace04d46187790ac4eeaeb86ef3b92861aa412c466727fef5f9ec93d43cb8bf7a129d11d59d565d49b329a2ce7f0a18baa87474f85f34096ec570fd52756e687a4104d1ac5f1beb0d68379f4fc6cbf2d6255edf7bae505e2fbdef5f2ac34036a992f4b8ddbe04d894916a187619922d6029b5f2abbc50c22a446ea20c55f60eff49921fb6aa7b1747ddfb03acee52d7e2d66303fb41d85c35bf9edcc28a723e95a12af9f4278f290c9a6d8572230495d94c7794663b6dc78516e9b5663707bea8c6ca1e8e5eaaef193ef2fc2e57c4b9b4a2a833176207ba9e199f2d54af6d70ed6b219e89d7ca7accd236896e868c28ef17996b52c23196cdcba16b34282d85145fe81fd53aa30fd3a930cf4fe5c47b845775222a6547ef1e3f0f8f33e4a7d1051405a0aa4ad199ca9da62f597f96db1ffa45555175d9476ebdd7cf70bf8b0f86176b7586a42f7a03f725c33e87479762af0a0f599a020d73124b08751275c3f05beef3040e7fec3292b8abb4144d7fe17c53c1c72ef677736d207f17561f0c05fe9839ffa30ceaa9e2e2fb5f8065dac71b200593e14a8b5e710854caa3cdf2b4a79d7739fb91ec872"
"12","Dec 31, 1969 19:04:01.401000000 EST","102.0.0.16","100.0.0.1","6","1090","1090","1","0",,,,"64","4309","6","4","1050","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.401000000","0.000000000","0.401000000","0.000000000","17030304156f926ee85f644ea3046bbce7801fa128495397a3be05aa678b130bf2642a0088436dd2823390a1266d0b1ffbb5740e09fbfcab951353bcadbe013b5beb499c246fde3403a96185f2be995b99800271a6b6436e69302d82e97b29134c43ed1a0ca19ade1f6c6bdff43418d8a876bdc112762c2d00c107383aa825e6cde885707bdcd5a8d8a4fe205aebcdcb7a1ec47d98475563ac5c980fd29f492b713af74546f27ad5eca0c642561cb3ad1aea684388ee50bb4383e7dc546597db29158ea6aa736c691986acf1c5ba86d8f05329e033a1125b06ba408a1508264244076fcd2783ad33bd7fb06ab963d8d1ef56d26b72566ae411dc1e374d1ea948a97038029835392b647ce3f625625875e7b5af5628ada6951419e755a08bcb9cb4d2dc47083acabf627104fd62c137b111897277174cd8cae4d52d337398ae5bc753b9ee039562613cf874adaf98aa9f023025c233010830a44b777418520abd61009ecdfa90ff5f1143b8b91484d0f6d7380f2f6907bcc467cff3c66a90a46509aeeb6c261b178ce7b83c761243c337fd04b2897f2c84422fe093f89102cf72975418915fbd86ca8c6b157d0b6a8cf1b83b7a5631b48452e07fc8170004326e3f1d0f48d866f2f8b20d442e86a50757cbe1cf6418cefc92645a8cde1d4b85543585305dcff02e8b40b52385dfb441e0dfd08aca7f337e0c2270bf92a16c9e92f012c0a74fe9d0897d9d9fe6ba19f92afdb3e1cdb1d29a9de1f08a87d197bc02ffc519cd0ccc782782b10de0fc14e854c621af99c8385760142095379db3a07bd2734338f8c73d4ac6ca991fd90ac6a197af96dc53d9aa8e18f40f44f8e318008bf5db0d93205a776199d1eb31369b3a815634c9f61779ebd2409acb2876e9f430ed9ac20df3b11df8457f1861e8c3214f01cbc62b799470d7534b322e4213c091fa20399bf44529b42bae6c645b290781fe41f83332d7272be9e7b36ce24723ba4682e14b60790b48c7508c72e2759ec95b92ba03db381c6e93920525ec8bcbd4dd8933fa1e9a087142efc5ad978d12ff3b436c60457220f3eff434cbbe641759dd28e3e9a9d0b92868ea946802b168dd5ae6ba0276af8f397f539624d1df1fc3c7bedb8b88a5130fe426fb104d4ebfb2ffd82895c8bb1c8d3693f78e3f854128a66822e0c949aa3087582fb85f59ae28d4323e20f9b99d9d229b9b8447575a591f6856c223fa90a096ed6b2e07e7fe36fc22970f239c35dc92979227b2ec2b3ba5a43f7257fa7e0fd93afe89238e9a4e9edcfcf5a0d38aaa2fb38fdb4a9a5a8c208bb4d9944bd3b885a8ce479fa428d820a79657ab43a503fb39c94defd2b3f18c3e58d87219991ef7c477f0a06a00b69672e5d0110a8a99867611418cb66bb93051412d71fe0d0868cc7ea56f08637933a89731a27356d517043f5d5ffcbe5262bf130338200a50a987972d05bac333ee9a1f58d2604532c4"
"13","Dec 31, 1969 19:04:01.502000000 EST","100.0.0.1","102.0.0.16","6","40","40","1","0",,,,"64","119","5","4294967295","0","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.502000000","0.101000000","0.502000000","0.101000000",
"14","Dec 31, 1969 19:04:01.511000000 EST","100.0.0.1","102.0.0.16","6","576","576","1","0",,,,"64","119","5","6","536","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.511000000","0.009000000","0.511000000","0.009000000","17030302134892de4bf4f70e7a21611d92225ca7f50c1d8378ff315d3d713086bae793fc496e9fbb40ece37426c617f55b2cc4946e0d1f39e6896970b0fbc392c77895be25d68f4dff34ff7ca286852b79bb89d018e3a1115f6eba27ff44608b6cf3e9dacaa851ade31c4b6e4cd5ec43f91f075665c360a5ff3e7510e6e7311df8abbf22de89afa2d3cef6a261ce8ff661cffee7c90ca716c7c3ce9c9925deda96d273eb34fbb386245b26ed5924bd9d1142a84ff610ea4bc86ff92f4c31f9c16761b97f81b18aced67af5105931ee9d00743196d2e6aabe9621e552f380a6d6c50808bae0bcb2cb596f70dfa92d4bbd51e68756bd697ff9ecf39a035b5011ff7996d6463beb6a3bd4b10b43008a50f5168dc8dbb2efc7399f4f28696aea6abeec374ca4a2fbd2a188891dc491433dae35a5ed838b5aa06df7ae8519661f06af20bcb8e091a72462b5f1cd6599d8ee037ab3437b28d05e7f5966c9018dd80056a0bc65d9cc4d2c3db61bdbdd4eef06f61801e710b98c3ef05defd7306b12954a1c1598b4c1aa56c72fa4fd2f6114bb6f3580172fbca0baa71c385b9673a90f1afb273735feb2c17d2442d78cf3210e965b7038693ae2490fd4c84416c687c40aad4f45a033c1e5576826ef4431e787015f99b582e176c4feb1b69492465f77bd0d4e7d109c4c9994c29de00ca5a8e7b2bbbddef656e7666357d7551118e663f7f3198ec4c920770170ed50c3c252a4a50d7240e686b3069d"
