frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len
"1","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","40"
"2","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","40"
"3","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","40"
"4","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","40"
"5","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","65"
"6","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","65"
"7","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","48"
"8","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","48"
"9","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","72"
"10","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","72"
"11","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","145"
"12","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","145"
"13","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","74"
"14","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","74"
"15","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","48"
"16","Dec 31, 1969 19:04:01.000000000 EST","127.0.0.1","127.0.0.1","6","48"
"17","Dec 31, 1969 19:04:01.001000000 EST","127.0.0.1","127.0.0.1","6","40"
"18","Dec 31, 1969 19:04:01.001000000 EST","127.0.0.1","127.0.0.1","6","40"
"19","Dec 31, 1969 19:04:01.100000000 EST","127.0.0.1","127.0.0.1","6","133"
"20","Dec 31, 1969 19:04:01.100000000 EST","127.0.0.1","127.0.0.1","6","133"
"21","Dec 31, 1969 19:04:01.101000000 EST","127.0.0.1","127.0.0.1","6","40"
"22","Dec 31, 1969 19:04:01.101000000 EST","127.0.0.1","127.0.0.1","6","40"
"23","Dec 31, 1969 19:04:01.200000000 EST","127.0.0.1","127.0.0.1","6","137"
"24","Dec 31, 1969 19:04:01.200000000 EST","127.0.0.1","127.0.0.1","6","137"
"25","Dec 31, 1969 19:04:01.201000000 EST","127.0.0.1","127.0.0.1","6","40"
"26","Dec 31, 1969 19:04:01.201000000 EST","127.0.0.1","127.0.0.1","6","40"
"27","Dec 31, 1969 19:04:01.401000000 EST","127.0.0.1","127.0.0.1","6","268"
"28","Dec 31, 1969 19:04:01.401000000 EST","127.0.0.1","127.0.0.1","6","268"
"29","Dec 31, 1969 19:04:01.402000000 EST","127.0.0.1","127.0.0.1","6","40"
"30","Dec 31, 1969 19:04:01.402000000 EST","127.0.0.1","127.0.0.1","6","40"
"31","Dec 31, 1969 19:04:01.501000000 EST","127.0.0.1","127.0.0.1","6","155"
"32","Dec 31, 1969 19:04:01.501000000 EST","127.0.0.1","127.0.0.1","6","155"
"33","Dec 31, 1969 19:04:01.502000000 EST","127.0.0.1","127.0.0.1","6","40"
"34","Dec 31, 1969 19:04:01.502000000 EST","127.0.0.1","127.0.0.1","6","40"
"35","Dec 31, 1969 19:04:01.601000000 EST","127.0.0.1","127.0.0.1","6","149"
"36","Dec 31, 1969 19:04:01.601000000 EST","127.0.0.1","127.0.0.1","6","149"
"37","Dec 31, 1969 19:04:01.602000000 EST","127.0.0.1","127.0.0.1","6","40"
"38","Dec 31, 1969 19:04:01.602000000 EST","127.0.0.1","127.0.0.1","6","40"
"39","Dec 31, 1969 19:04:01.711000000 EST","127.0.0.1","127.0.0.1","6","143"
"40","Dec 31, 1969 19:04:01.711000000 EST","127.0.0.1","127.0.0.1","6","143"
"41","Dec 31, 1969 19:04:01.712000000 EST","127.0.0.1","127.0.0.1","6","40"
"42","Dec 31, 1969 19:04:01.712000000 EST","127.0.0.1","127.0.0.1","6","40"
"43","Dec 31, 1969 19:04:01.721000000 EST","127.0.0.1","127.0.0.1","6","198"
"44","Dec 31, 1969 19:04:01.721000000 EST","127.0.0.1","127.0.0.1","6","198"
"45","Dec 31, 1969 19:04:01.722000000 EST","127.0.0.1","127.0.0.1","6","40"
"46","Dec 31, 1969 19:04:01.722000000 EST","127.0.0.1","127.0.0.1","6","40"
"47","Dec 31, 1969 19:04:02.322000000 EST","127.0.0.1","127.0.0.1","6","148"
"48","Dec 31, 1969 19:04:02.322000000 EST","127.0.0.1","127.0.0.1","6","148"
"49","Dec 31, 1969 19:04:02.323000000 EST","127.0.0.1","127.0.0.1","6","40"
"50","Dec 31, 1969 19:04:02.323000000 EST","127.0.0.1","127.0.0.1","6","40"
"51","Dec 31, 1969 19:04:02.332000000 EST","127.0.0.1","127.0.0.1","6","206"
"52","Dec 31, 1969 19:04:02.332000000 EST","127.0.0.1","127.0.0.1","6","206"
"53","Dec 31, 1969 19:04:02.333000000 EST","127.0.0.1","127.0.0.1","6","40"
"54","Dec 31, 1969 19:04:02.333000000 EST","127.0.0.1","127.0.0.1","6","40"
"55","Dec 31, 1969 19:04:03.000000000 EST","127.0.0.1","127.0.0.1","6","150"
"56","Dec 31, 1969 19:04:03.000000000 EST","127.0.0.1","127.0.0.1","6","150"
"57","Dec 31, 1969 19:04:03.001000000 EST","127.0.0.1","127.0.0.1","6","40"
"58","Dec 31, 1969 19:04:03.001000000 EST","127.0.0.1","127.0.0.1","6","40"
"59","Dec 31, 1969 19:04:03.100000000 EST","127.0.0.1","127.0.0.1","6","154"
"60","Dec 31, 1969 19:04:03.100000000 EST","127.0.0.1","127.0.0.1","6","154"
"61","Dec 31, 1969 19:04:03.101000000 EST","127.0.0.1","127.0.0.1","6","40"
"62","Dec 31, 1969 19:04:03.101000000 EST","127.0.0.1","127.0.0.1","6","40"
"63","Dec 31, 1969 19:04:03.200000000 EST","127.0.0.1","127.0.0.1","6","166"
"64","Dec 31, 1969 19:04:03.200000000 EST","127.0.0.1","127.0.0.1","6","166"
"65","Dec 31, 1969 19:04:03.201000000 EST","127.0.0.1","127.0.0.1","6","40"
"66","Dec 31, 1969 19:04:03.201000000 EST","127.0.0.1","127.0.0.1","6","40"
"67","Dec 31, 1969 19:04:03.401000000 EST","127.0.0.1","127.0.0.1","6","274"
"68","Dec 31, 1969 19:04:03.401000000 EST","127.0.0.1","127.0.0.1","6","274"
"69","Dec 31, 1969 19:04:03.402000000 EST","127.0.0.1","127.0.0.1","6","40"
"70","Dec 31, 1969 19:04:03.402000000 EST","127.0.0.1","127.0.0.1","6","40"
"71","Dec 31, 1969 19:04:03.873836000 EST","127.0.0.1","127.0.0.1","6","159"
"72","Dec 31, 1969 19:04:03.873836000 EST","127.0.0.1","127.0.0.1","6","159"
"73","Dec 31, 1969 19:04:03.873836000 EST","127.0.0.1","127.0.0.1","6","59"
"74","Dec 31, 1969 19:04:03.873836000 EST","127.0.0.1","127.0.0.1","6","59"
"75","Dec 31, 1969 19:04:03.873836000 EST","127.0.0.1","127.0.0.1","6","68"
"76","Dec 31, 1969 19:04:03.873836000 EST","127.0.0.1","127.0.0.1","6","68"
"77","Dec 31, 1969 19:04:03.874836000 EST","127.0.0.1","127.0.0.1","6","40"
"78","Dec 31, 1969 19:04:03.874836000 EST","127.0.0.1","127.0.0.1","6","40"
"79","Dec 31, 1969 19:04:04.000836000 EST","127.0.0.1","127.0.0.1","6","143"
"80","Dec 31, 1969 19:04:04.000836000 EST","127.0.0.1","127.0.0.1","6","143"
"81","Dec 31, 1969 19:04:04.001836000 EST","127.0.0.1","127.0.0.1","6","40"
"82","Dec 31, 1969 19:04:04.001836000 EST","127.0.0.1","127.0.0.1","6","40"
"83","Dec 31, 1969 19:04:04.109836000 EST","127.0.0.1","127.0.0.1","6","197"
"84","Dec 31, 1969 19:04:04.109836000 EST","127.0.0.1","127.0.0.1","6","197"
"85","Dec 31, 1969 19:04:04.110836000 EST","127.0.0.1","127.0.0.1","6","40"
"86","Dec 31, 1969 19:04:04.110836000 EST","127.0.0.1","127.0.0.1","6","40"
"87","Dec 31, 1969 19:04:04.227838000 EST","127.0.0.1","127.0.0.1","6","250"
"88","Dec 31, 1969 19:04:04.227838000 EST","127.0.0.1","127.0.0.1","6","250"
"89","Dec 31, 1969 19:04:04.228838000 EST","127.0.0.1","127.0.0.1","6","40"
"90","Dec 31, 1969 19:04:04.228838000 EST","127.0.0.1","127.0.0.1","6","40"
"91","Dec 31, 1969 19:04:04.343508000 EST","127.0.0.1","127.0.0.1","6","563"
"92","Dec 31, 1969 19:04:04.343508000 EST","127.0.0.1","127.0.0.1","6","563"
"93","Dec 31, 1969 19:04:04.344508000 EST","127.0.0.1","127.0.0.1","6","40"
"94","Dec 31, 1969 19:04:04.344508000 EST","127.0.0.1","127.0.0.1","6","40"
"95","Dec 31, 1969 19:04:04.874508000 EST","127.0.0.1","127.0.0.1","6","58"
"96","Dec 31, 1969 19:04:04.874508000 EST","127.0.0.1","127.0.0.1","6","58"
"97","Dec 31, 1969 19:04:04.875508000 EST","127.0.0.1","127.0.0.1","6","40"
"98","Dec 31, 1969 19:04:04.875508000 EST","127.0.0.1","127.0.0.1","6","40"
"99","Dec 31, 1969 19:04:05.001508000 EST","127.0.0.1","127.0.0.1","6","172"
"100","Dec 31, 1969 19:04:05.001508000 EST","127.0.0.1","127.0.0.1","6","172"
"101","Dec 31, 1969 19:04:05.002508000 EST","127.0.0.1","127.0.0.1","6","40"
"102","Dec 31, 1969 19:04:05.002508000 EST","127.0.0.1","127.0.0.1","6","40"
"103","Dec 31, 1969 19:04:05.110508000 EST","127.0.0.1","127.0.0.1","6","230"
"104","Dec 31, 1969 19:04:05.110508000 EST","127.0.0.1","127.0.0.1","6","230"
"105","Dec 31, 1969 19:04:05.111508000 EST","127.0.0.1","127.0.0.1","6","40"
"106","Dec 31, 1969 19:04:05.111508000 EST","127.0.0.1","127.0.0.1","6","40"
"107","Dec 31, 1969 19:04:05.267732000 EST","127.0.0.1","127.0.0.1","6","283"
"108","Dec 31, 1969 19:04:05.267732000 EST","127.0.0.1","127.0.0.1","6","283"
"109","Dec 31, 1969 19:04:05.268732000 EST","127.0.0.1","127.0.0.1","6","40"
"110","Dec 31, 1969 19:04:05.268732000 EST","127.0.0.1","127.0.0.1","6","40"
"111","Dec 31, 1969 19:04:05.479762000 EST","127.0.0.1","127.0.0.1","6","629"
"112","Dec 31, 1969 19:04:05.479762000 EST","127.0.0.1","127.0.0.1","6","629"
"113","Dec 31, 1969 19:04:05.480762000 EST","127.0.0.1","127.0.0.1","6","40"
"114","Dec 31, 1969 19:04:05.480762000 EST","127.0.0.1","127.0.0.1","6","40"
"115","Dec 31, 1969 19:04:05.874762000 EST","127.0.0.1","127.0.0.1","6","58"
"116","Dec 31, 1969 19:04:05.874762000 EST","127.0.0.1","127.0.0.1","6","58"
"117","Dec 31, 1969 19:04:05.875762000 EST","127.0.0.1","127.0.0.1","6","40"
"118","Dec 31, 1969 19:04:05.875762000 EST","127.0.0.1","127.0.0.1","6","40"
"119","Dec 31, 1969 19:04:06.001762000 EST","127.0.0.1","127.0.0.1","6","172"
"120","Dec 31, 1969 19:04:06.001762000 EST","127.0.0.1","127.0.0.1","6","172"
"121","Dec 31, 1969 19:04:06.002762000 EST","127.0.0.1","127.0.0.1","6","40"
"122","Dec 31, 1969 19:04:06.002762000 EST","127.0.0.1","127.0.0.1","6","40"
"123","Dec 31, 1969 19:04:06.502762000 EST","127.0.0.1","127.0.0.1","6","225"
"124","Dec 31, 1969 19:04:06.502762000 EST","127.0.0.1","127.0.0.1","6","225"
"125","Dec 31, 1969 19:04:06.503762000 EST","127.0.0.1","127.0.0.1","6","40"
"126","Dec 31, 1969 19:04:06.503762000 EST","127.0.0.1","127.0.0.1","6","40"
"127","Dec 31, 1969 19:04:06.662568000 EST","127.0.0.1","127.0.0.1","6","278"
"128","Dec 31, 1969 19:04:06.662568000 EST","127.0.0.1","127.0.0.1","6","278"
"129","Dec 31, 1969 19:04:06.663568000 EST","127.0.0.1","127.0.0.1","6","40"
"130","Dec 31, 1969 19:04:06.663568000 EST","127.0.0.1","127.0.0.1","6","40"
