frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.payload
"30","Dec  2, 2022 15:46:54.189714000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123.120144000","6.271373000",,,
"31","Dec  2, 2022 15:47:08.436202000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137.366632000","14.246488000",,,
"32","Dec  2, 2022 15:47:22.670415000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151.600845000","14.234213000",,,
"33","Dec  2, 2022 15:47:36.953788000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165.884218000","14.283373000",,,
"34","Dec  2, 2022 15:47:50.719339000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179.649769000","13.765551000",,,
"35","Dec  2, 2022 15:48:04.260616000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193.191046000","13.541277000",,,
"36","Dec  2, 2022 15:48:10.920096000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199.850526000","6.659480000",,,
"37","Dec  2, 2022 15:48:16.611493000 EST",,,,"70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205.541923000","5.691397000",,,
"38","Dec  2, 2022 15:48:17.285773000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206.216203000","0.674280000",,,
"39","Dec  2, 2022 15:48:31.661002000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220.591432000","14.375229000",,,
"40","Dec  2, 2022 15:48:45.843926000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.774356000","14.182924000",,,
"41","Dec  2, 2022 15:49:00.111766000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"249.042196000","14.267840000",,,
"42","Dec  2, 2022 15:49:14.297078000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"263.227508000","14.185312000",,,
"43","Dec  2, 2022 15:49:26.743482000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"275.673912000","12.446404000",,,
"44","Dec  2, 2022 15:49:33.998451000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282.928881000","7.254969000",,,
"45","Dec  2, 2022 15:49:40.503071000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"289.433501000","6.504620000",,,
"46","Dec  2, 2022 15:49:54.713342000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"303.643772000","14.210271000",,,
"47","Dec  2, 2022 15:50:08.984664000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"317.915094000","14.271322000",,,
"48","Dec  2, 2022 15:50:23.270732000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"332.201162000","14.286068000",,,
"49","Dec  2, 2022 15:50:37.593753000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"346.524183000","14.323021000",,,
"50","Dec  2, 2022 15:50:50.063690000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358.994120000","12.469937000",,,
"51","Dec  2, 2022 15:50:56.732687000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"365.663117000","6.668997000",,,
"52","Dec  2, 2022 15:51:03.736508000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"372.666938000","7.003821000",,,
"53","Dec  2, 2022 15:51:17.916982000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"386.847412000","14.180474000",,,
"54","Dec  2, 2022 15:51:32.210086000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401.140516000","14.293104000",,,
"55","Dec  2, 2022 15:51:46.424655000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"415.355085000","14.214569000",,,
"56","Dec  2, 2022 15:52:00.660339000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"429.590769000","14.235684000",,,
"57","Dec  2, 2022 15:52:13.193024000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442.123454000","12.532685000",,,
"58","Dec  2, 2022 15:52:19.724175000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"448.654605000","6.531151000",,,
"59","Dec  2, 2022 15:52:26.757683000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"455.688113000","7.033508000",,,
"60","Dec  2, 2022 15:52:38.755494000 EST",,,,"70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"467.685924000","11.997811000",,,
"61","Dec  2, 2022 15:52:40.991816000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"469.922246000","2.236322000",,,
"62","Dec  2, 2022 15:52:55.212212000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"484.142642000","14.220396000",,,
"63","Dec  2, 2022 15:53:09.433127000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498.363557000","14.220915000",,,
"64","Dec  2, 2022 15:53:23.658390000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"512.588820000","14.225263000",,,
"65","Dec  2, 2022 15:53:36.908635000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"525.839065000","13.250245000",,,
"66","Dec  2, 2022 15:53:42.664971000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"531.595401000","5.756336000",,,
"67","Dec  2, 2022 15:53:49.816642000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"538.747072000","7.151671000",,,
"68","Dec  2, 2022 15:54:04.020721000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"552.951151000","14.204079000",,,
"69","Dec  2, 2022 15:54:18.303017000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"567.233447000","14.282296000",,,
"70","Dec  2, 2022 15:54:32.620034000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"581.550464000","14.317017000",,,
"71","Dec  2, 2022 15:54:46.371522000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"595.301952000","13.751488000",,,
"72","Dec  2, 2022 15:54:59.974991000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608.905421000","13.603469000",,,
"73","Dec  2, 2022 15:55:06.881091000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"615.811521000","6.906100000",,,
"74","Dec  2, 2022 15:55:14.108412000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"623.038842000","7.227321000",,,
"75","Dec  2, 2022 15:55:27.138663000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"636.069093000","13.030251000",,,
"76","Dec  2, 2022 15:55:41.404911000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"650.335341000","14.266248000",,,
"77","Dec  2, 2022 15:55:55.607868000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"664.538298000","14.202957000",,,
"78","Dec  2, 2022 15:56:09.303429000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"678.233859000","13.695561000",,,
"79","Dec  2, 2022 15:56:23.001432000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"691.931862000","13.698003000",,,
"80","Dec  2, 2022 15:56:29.768274000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"698.698704000","6.766842000",,,
"81","Dec  2, 2022 15:56:37.055538000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"705.985968000","7.287264000",,,
"82","Dec  2, 2022 15:56:50.119742000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"719.050172000","13.064204000",,,
"83","Dec  2, 2022 15:57:04.320588000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"733.251018000","14.200846000",,,
"84","Dec  2, 2022 15:57:18.545890000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"747.476320000","14.225302000",,,
"85","Dec  2, 2022 15:57:31.331279000 EST",,,,"77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"760.261709000","12.785389000",,,
"86","Dec  2, 2022 15:57:32.345105000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"761.275535000","1.013826000",,,
"87","Dec  2, 2022 15:57:45.923289000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"774.853719000","13.578184000",,,
"88","Dec  2, 2022 15:57:52.736503000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"781.666933000","6.813214000",,,
"89","Dec  2, 2022 15:58:00.101831000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"789.032261000","7.365328000",,,
"90","Dec  2, 2022 15:58:14.383547000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"803.313977000","14.281716000",,,
"91","Dec  2, 2022 15:58:27.421995000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"816.352425000","13.038448000",,,
"92","Dec  2, 2022 15:58:41.634238000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"830.564668000","14.212243000",,,
"93","Dec  2, 2022 15:58:55.314130000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"844.244560000","13.679892000",,,
"94","Dec  2, 2022 15:59:08.886049000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"857.816479000","13.571919000",,,
"95","Dec  2, 2022 15:59:15.716901000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"864.647331000","6.830852000",,,
"96","Dec  2, 2022 15:59:23.127013000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"872.057443000","7.410112000",,,
"97","Dec  2, 2022 15:59:37.505698000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"886.436128000","14.378685000",,,
"98","Dec  2, 2022 15:59:51.725985000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900.656415000","14.220287000",,,
"99","Dec  2, 2022 16:00:04.268248000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"913.198678000","12.542263000",,,
"100","Dec  2, 2022 16:00:18.519563000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"927.449993000","14.251315000",,,
"101","Dec  2, 2022 16:00:32.131273000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"941.061703000","13.611710000",,,
"102","Dec  2, 2022 16:00:38.793997000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"947.724427000","6.662724000",,,
"103","Dec  2, 2022 16:00:46.292996000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"955.223426000","7.498999000",,,
"104","Dec  2, 2022 16:00:50.275322000 EST",,,,"70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"959.205752000","3.982326000",,,
"105","Dec  2, 2022 16:01:00.504482000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"969.434912000","10.229160000",,,
"106","Dec  2, 2022 16:01:14.718642000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983.649072000","14.214160000",,,
"107","Dec  2, 2022 16:01:28.444696000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"997.375126000","13.726054000",,,
"108","Dec  2, 2022 16:01:40.889199000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1009.819629000","12.444503000",,,
"109","Dec  2, 2022 16:01:55.084774000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1024.015204000","14.195575000",,,
"110","Dec  2, 2022 16:02:01.724526000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1030.654956000","6.639752000",,,
"111","Dec  2, 2022 16:02:09.277551000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1038.207981000","7.553025000",,,
"112","Dec  2, 2022 16:02:23.586487000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1052.516917000","14.308936000",,,
"113","Dec  2, 2022 16:02:37.886976000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1066.817406000","14.300489000",,,
"114","Dec  2, 2022 16:02:50.456320000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1079.386750000","12.569344000",,,
"115","Dec  2, 2022 16:03:04.021319000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1092.951749000","13.564999000",,,
"116","Dec  2, 2022 16:03:18.236693000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1107.167123000","14.215374000",,,
"117","Dec  2, 2022 16:03:24.808289000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1113.738719000","6.571596000",,,
"118","Dec  2, 2022 16:03:32.430419000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1121.360849000","7.622130000",,,
"119","Dec  2, 2022 16:03:46.670643000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1135.601073000","14.240224000",,,
"120","Dec  2, 2022 16:04:00.372806000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1149.303236000","13.702163000",,,
"121","Dec  2, 2022 16:04:14.632354000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1163.562784000","14.259548000",,,
"122","Dec  2, 2022 16:04:27.088411000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1176.018841000","12.456057000",,,
"123","Dec  2, 2022 16:04:41.315998000 EST",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1190.246428000","14.227587000",,,
"124","Dec  2, 2022 16:04:47.794888000 EST",,,,"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1196.725318000","6.478890000",,,
