SrcId,Rank,StartTime,LastTime,Trans,Flgs,Seq,Dur,RunTime,IdleTime,Mean,StdDev,Sum,Min,Max,SrcMac,DstMac,SrcOui,DstOui,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sCo,dCo,sTtl,dTtl,sHops,dHops,sIpId,dIpId,sMpls,dMpls,AutoId,sAS,dAS,iAS,Cause,NStrok,sNStrok,dNStrok,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,PCRatio,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Retrans,SrcRetra,DstRetra,pRetran,SrcGap,DstGap,Rate,SrcRate,DstRate,Dir,SIntPkt,SIntDist,SIntPktAct,SIntActDist,SIntPktIdl,SIntIdlDist,DIntPkt,DIntDist,DIntPktAct,DIntActDist,DIntPktIdl,DIntIdlDist,SrcJitter,SrcJitAct,DstJitter,DstJitAct,State,Label,srcUdata,dstUdata,SrcWin,DstWin,sVlan,dVlan,sVid,dVid,sVpri,dVpri,SRange,ERange,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,TcpOpt,Inode,Offset,sMeanPktSz,dMeanPktSz,sPktSz,sMaxPktSz,dPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,dMinPktSz
0.0.0.0,,16:36:54.840874,16:36:54.840404,,          ,0,0.000470,,,,,,,,,,,,0,0,man,0,0,,,,,,,,,,,,,,,0,,,,Start,,,,0,0,0,0,0,0,0,0,0,,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,STA,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,,,,,,,
0.0.0.0,11,19:03:57.275402,19:03:57.275402,1,   d      ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,24,12,12,1324,480,844,0,0,0,-0.000000,0.000000,0.000000,0.000000,12,0,12,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,38,638,0.000000,0.000000,0.000000,,,2248,40.000000,70.333336,,,,,,,
0.0.0.0,12,19:04:02.275402,19:04:02.275402,1,   d      ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,72,36,36,11676,1440,10236,0,0,0,-0.000000,0.000000,0.000000,0.000000,36,0,36,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,38,638,0.000000,0.000000,0.000000,,,2460,40.000000,284.333344,,,,,,,
0.0.0.0,13,19:04:07.277613,19:04:07.277613,1,   d      ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,20,10,10,972,400,572,0,0,0,-0.000000,0.000000,0.000000,0.000000,10,0,10,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,38,776,0.000000,0.000000,0.000000,,,2672,40.000000,57.200001,,,,,,,
0.0.0.0,14,19:04:12.280751,19:04:12.280751,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,2884,0.000000,0.000000,,,,,,,
0.0.0.0,15,19:04:17.281751,19:04:17.281751,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3096,0.000000,0.000000,,,,,,,
0.0.0.0,16,19:04:22.283587,19:04:22.283587,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3308,0.000000,0.000000,,,,,,,
0.0.0.0,17,19:04:27.284714,19:04:27.284714,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3520,0.000000,0.000000,,,,,,,
0.0.0.0,18,19:04:32.285841,19:04:32.285841,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3732,0.000000,0.000000,,,,,,,
0.0.0.0,19,19:04:37.286841,19:04:37.286841,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3944,0.000000,0.000000,,,,,,,
0.0.0.0,20,19:04:42.287989,19:04:42.287989,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4156,0.000000,0.000000,,,,,,,
0.0.0.0,21,19:04:47.288474,19:04:47.288474,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4368,0.000000,0.000000,,,,,,,
0.0.0.0,22,19:04:52.289310,19:04:52.289310,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4580,0.000000,0.000000,,,,,,,
0.0.0.0,23,19:04:57.289310,19:04:57.289310,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4792,0.000000,0.000000,,,,,,,
0.0.0.0,24,19:05:02.290483,19:05:02.290483,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5004,0.000000,0.000000,,,,,,,
0.0.0.0,25,19:05:07.291065,19:05:07.291065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5216,0.000000,0.000000,,,,,,,
0.0.0.0,26,19:05:12.291621,19:05:12.291621,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5428,0.000000,0.000000,,,,,,,
0.0.0.0,27,19:05:17.293065,19:05:17.293065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5640,0.000000,0.000000,,,,,,,
0.0.0.0,28,19:05:22.294136,19:05:22.294136,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5852,0.000000,0.000000,,,,,,,
0.0.0.0,29,19:05:27.296065,19:05:27.296065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6064,0.000000,0.000000,,,,,,,
0.0.0.0,30,19:05:32.296136,19:05:32.296136,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6276,0.000000,0.000000,,,,,,,
0.0.0.0,31,19:05:37.298065,19:05:37.298065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6488,0.000000,0.000000,,,,,,,
0.0.0.0,32,19:05:42.298065,19:05:42.298065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6700,0.000000,0.000000,,,,,,,
0.0.0.0,33,19:05:47.299065,19:05:47.299065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6912,0.000000,0.000000,,,,,,,
0.0.0.0,34,19:05:52.300065,19:05:52.300065,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7124,0.000000,0.000000,,,,,,,
0.0.0.0,35,19:05:57.302136,19:05:57.302136,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7336,0.000000,0.000000,,,,,,,
0.0.0.0,36,19:06:02.302972,19:06:02.302972,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7548,0.000000,0.000000,,,,,,,
0.0.0.0,37,19:06:07.304473,19:06:07.304473,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7760,0.000000,0.000000,,,,,,,
0.0.0.0,38,19:06:12.305473,19:06:12.305473,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7972,0.000000,0.000000,,,,,,,
0.0.0.0,39,19:06:17.307473,19:06:17.307473,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,8184,0.000000,0.000000,,,,,,,
0.0.0.0,40,19:06:22.308737,19:06:22.308737,0,          ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,(null),(null),,,,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,8396,0.000000,0.000000,,,,,,,
0.0.0.0,41,19:06:27.311677,19:06:27.311677,1,   d      ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,24,12,12,1348,480,868,0,0,0,-0.000000,0.000000,0.000000,0.000000,12,0,12,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,38,776,0.000000,0.000000,0.000000,,,8608,40.000000,72.333336,,,,,,,
0.0.0.0,42,19:06:32.312473,19:06:32.312473,1,   d      ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,20,10,10,952,400,552,0,0,0,-0.000000,0.000000,0.000000,0.000000,10,0,10,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,38,776,0.000000,0.000000,0.000000,,,8820,40.000000,55.200001,,,,,,,
0.0.0.0,43,19:06:37.312473,19:06:37.312473,0,   d      ,1,0.000000,0.000000,1675805824.000000,0.000000,0.000000,0.000000,,,,,,,127.0.0.1,127.0.0.1,tcp,21438,9051,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,38,776,0.000000,0.000000,0.000000,,,9032,0.000000,0.000000,,,,,,,
