SrcId,Rank,StartTime,LastTime,Trans,Flgs,Seq,Dur,RunTime,IdleTime,Mean,StdDev,Sum,Min,Max,SrcMac,DstMac,SrcOui,DstOui,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sCo,dCo,sTtl,dTtl,sHops,dHops,sIpId,dIpId,sMpls,dMpls,AutoId,sAS,dAS,iAS,Cause,NStrok,sNStrok,dNStrok,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,PCRatio,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Retrans,SrcRetra,DstRetra,pRetran,SrcGap,DstGap,Rate,SrcRate,DstRate,Dir,SIntPkt,SIntDist,SIntPktAct,SIntActDist,SIntPktIdl,SIntIdlDist,DIntPkt,DIntDist,DIntPktAct,DIntActDist,DIntPktIdl,DIntIdlDist,SrcJitter,SrcJitAct,DstJitter,DstJitAct,State,Label,srcUdata,dstUdata,SrcWin,DstWin,sVlan,dVlan,sVid,dVid,sVpri,dVpri,SRange,ERange,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,TcpOpt,Inode,Offset,sMeanPktSz,dMeanPktSz,sPktSz,sMaxPktSz,dPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,dMinPktSz
0.0.0.0,,11:36:50.309339,11:36:50.308808,,          ,0,0.000531,,,,,,,,,,,,0,0,man,0,0,,,,,,,,,,,,,,,0,,,,Start,,,,0,0,0,0,0,0,0,0,0,,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,STA,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,,,,,,,
0.0.0.0,166,19:11:47.116096,19:11:47.116096,1,   d      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,34792,40.000000,576.000000,,,,,,,
0.0.0.0,167,19:11:50.713128,19:11:50.713128,1,   d      ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,916,119,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,34996,40.000000,576.000000,,,,,,,
0.0.0.0,168,19:11:52.847128,19:11:52.847128,1, *        ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,616,576,40,2,1,1,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,  <->,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,35200,0.001736,0.025000,,,,,,,
0.0.0.0,169,19:11:56.505128,19:11:56.505128,1,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,576,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,582,582,0.000000,0.000000,0.000000,,,35412,576.000000,40.000000,,,,,,,
0.0.0.0,170,19:11:57.050128,19:11:57.050128,0,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,35624,0.000000,0.000000,,,,,,,
0.0.0.0,171,19:11:58.362001,19:11:58.362001,1,   d      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,35836,40.000000,576.000000,,,,,,,
0.0.0.0,172,19:12:01.646001,19:12:01.646001,1,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,576,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,583,582,0.000000,0.000000,0.000000,,,36040,576.000000,40.000000,,,,,,,
0.0.0.0,173,19:12:02.516001,19:12:02.516001,0,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,36252,0.000000,0.000000,,,,,,,
0.0.0.0,174,19:12:05.654001,19:12:05.654001,1,   d      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,36464,40.000000,576.000000,,,,,,,
0.0.0.0,175,19:12:08.725128,19:12:08.725128,1,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,584,582,0.000000,0.000000,0.000000,,,36668,40.000000,576.000000,,,,,,,
0.0.0.0,176,19:12:10.477090,19:12:10.477090,1,   d      ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,916,119,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,36872,40.000000,576.000000,,,,,,,
0.0.0.0,177,19:12:14.483090,19:12:14.483090,1,   s      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,576,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,1,0,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,37076,576.000000,40.000000,,,,,,,
3.2.1.16,178,19:12:15.895090,19:12:15.895090,0,          ,33574912,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,37288,0.000000,0.000000,,,,,,,
0.0.0.0,179,19:12:18.512128,19:12:18.512128,1,   *      ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,3,2,1,1192,616,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,40.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,916,119,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,37500,308.000000,576.000000,,,,,,,
0.0.0.0,180,19:12:20.926001,19:12:20.926001,0,          ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,37712,0.000000,0.000000,,,,,,,
0.0.0.0,181,19:12:21.846001,19:12:21.846001,0,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,37924,0.000000,0.000000,,,,,,,
0.0.0.0,182,19:12:23.586001,19:12:23.586001,1,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,1,0,1,40,0,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,38136,0.000000,40.000000,,,,,,,
0.0.0.0,183,19:12:26.953001,19:12:26.953001,1,   s      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,576,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,1,0,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,38336,576.000000,40.000000,,,,,,,
0.0.0.0,184,19:12:27.752001,19:12:27.752001,0,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,38548,0.000000,0.000000,,,,,,,
0.0.0.0,185,19:12:29.249001,19:12:29.249001,1,   *      ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,4,2,2,1232,616,616,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,916,119,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,38760,308.000000,308.000000,,,,,,,
0.0.0.0,186,19:12:33.734445,19:12:33.734445,1,   d      ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,4,2,2,1232,80,1152,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,20.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,586,585,0.000000,0.000000,0.000000,,,38972,40.000000,576.000000,,,,,,,
0.0.0.0,187,19:12:34.248445,19:12:34.248445,0,          ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,39184,0.000000,0.000000,,,,,,,
0.0.0.0,188,19:12:37.572578,19:12:37.572578,1,   d      ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,916,119,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,39396,40.000000,576.000000,,,,,,,
0.0.0.0,189,19:12:40.094245,19:12:40.094245,1,   s      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,576,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,1,0,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,39600,576.000000,40.000000,,,,,,,
0.0.0.0,190,19:12:43.956245,19:12:43.956245,0, *        ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,39812,0.000000,0.000000,,,,,,,
0.0.0.0,191,19:12:46.273245,19:12:46.273245,1,   s      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,576,40,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,1,0,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,40024,576.000000,40.000000,,,,,,,
0.0.0.0,192,19:12:46.716245,19:12:46.716245,0,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,40236,0.000000,0.000000,,,,,,,
0.0.0.0,193,19:12:52.056445,19:12:52.056445,0,          ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,40448,0.000000,0.000000,,,,,,,
0.0.0.0,194,19:12:52.180250,19:12:52.180250,1,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,587,587,0.000000,0.000000,0.000000,,,40660,40.000000,576.000000,,,,,,,
0.0.0.0,195,19:12:53.999250,19:12:53.999250,0,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,40864,0.000000,0.000000,,,,,,,
0.0.0.0,196,19:13:00.164250,19:13:00.164250,1,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,587,588,0.000000,0.000000,0.000000,,,41076,40.000000,576.000000,,,,,,,
0.0.0.0,197,19:13:00.725250,19:13:00.725250,0,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,41280,0.000000,0.000000,,,,,,,
0.0.0.0,198,19:13:03.576281,19:13:03.576281,1,   d      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,41492,40.000000,576.000000,,,,,,,
0.0.0.0,199,19:13:06.243281,19:13:06.243281,1,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,  <?>,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,587,589,0.000000,0.000000,0.000000,,,41696,40.000000,576.000000,,,,,,,
0.0.0.0,200,19:13:09.136456,19:13:09.136456,1,   d      ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1487,119,,,,,,,,,1488,1465,0.100000,0.100000,0.000000,,,41900,40.000000,576.000000,,,,,,,
0.0.0.0,201,19:13:09.236151,19:13:09.236151,1,   d      ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,1,0,1,33.333333,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,916,119,,,,,,,,,1567,1465,0.100000,0.100000,0.000000,,,42104,40.000000,576.000000,,,,,,,
0.0.0.0,202,19:13:12.050151,19:13:12.050151,0,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,42308,0.000000,0.000000,,,,,,,
0.0.0.0,203,19:13:15.755281,19:13:15.755281,0,          ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,42520,0.000000,0.000000,,,,,,,
0.0.0.0,204,19:13:17.299281,19:13:17.299281,0,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,42732,0.000000,0.000000,,,,,,,
0.0.0.0,205,19:13:19.056281,19:13:19.056281,0,          ,7,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,100.0.0.3,tcp,61620,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,42944,0.000000,0.000000,,,,,,,
0.0.0.0,206,19:13:20.056574,19:13:20.056574,0,          ,9,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,5.2.72.101,tcp,18527,9001,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,43156,0.000000,0.000000,,,,,,,
0.0.0.0,207,19:13:21.056574,19:13:21.056574,0,          ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,43368,0.000000,0.000000,,,,,,,
0.0.0.0,208,19:13:22.881828,19:13:22.881828,0,          ,3,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,51.15.54.117,tcp,17501,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,43580,0.000000,0.000000,,,,,,,
0.0.0.0,209,19:13:26.587828,19:13:26.587828,0,          ,4,0.000000,0.000000,1677602176.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.15,46.59.65.88,tcp,38697,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,43792,0.000000,0.000000,,,,,,,
