SrcId,Rank,StartTime,LastTime,Trans,Flgs,Seq,Dur,RunTime,IdleTime,Mean,StdDev,Sum,Min,Max,SrcMac,DstMac,SrcOui,DstOui,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sCo,dCo,sTtl,dTtl,sHops,dHops,sIpId,dIpId,sMpls,dMpls,AutoId,sAS,dAS,iAS,Cause,NStrok,sNStrok,dNStrok,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,PCRatio,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Retrans,SrcRetra,DstRetra,pRetran,SrcGap,DstGap,Rate,SrcRate,DstRate,Dir,SIntPkt,SIntDist,SIntPktAct,SIntActDist,SIntPktIdl,SIntIdlDist,DIntPkt,DIntDist,DIntPktAct,DIntActDist,DIntPktIdl,DIntIdlDist,SrcJitter,SrcJitAct,DstJitter,DstJitAct,State,Label,srcUdata,dstUdata,SrcWin,DstWin,sVlan,dVlan,sVid,dVid,sVpri,dVpri,SRange,ERange,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,TcpOpt,Inode,Offset,sMeanPktSz,dMeanPktSz,sPktSz,sMaxPktSz,dPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,dMinPktSz
0.0.0.0,,16:10:49.971330,16:10:49.970892,,          ,0,0.000438,,,,,,,,,,,,0,0,man,0,0,,,,,,,,,,,,,,,0,,,,Start,,,,0,0,0,0,0,0,0,0,0,,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,STA,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,,,,,,,
0.0.0.0,1,19:00:04.000000,19:00:04.000000,0,          ,1,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.2,tcp,49712,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,128,0.000000,0.000000,,,,,,,
0.0.0.0,2,19:00:04.000000,19:00:04.000000,0,          ,2,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.3,tcp,63553,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,340,0.000000,0.000000,,,,,,,
0.0.0.0,3,19:00:04.000000,19:00:04.000000,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.1,tcp,48531,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,552,0.000000,0.000000,,,,,,,
0.0.0.0,4,19:00:04.000000,19:00:04.000000,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.2,tcp,36289,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,764,0.000000,0.000000,,,,,,,
0.0.0.0,5,19:00:04.000000,19:00:04.000000,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.3,tcp,19816,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,976,0.000000,0.000000,,,,,,,
0.0.0.0,6,19:00:04.443152,19:00:04.443152,0,          ,6,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,100.0.0.1,198.98.53.153,tcp,64333,9001,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,1188,0.000000,0.000000,,,,,,,
0.0.0.0,7,19:00:04.443152,19:00:04.443152,0,          ,7,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,100.0.0.3,198.98.53.153,tcp,10420,9001,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,1400,0.000000,0.000000,,,,,,,
0.0.0.0,8,19:00:04.463744,19:00:04.463744,0,          ,8,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,100.0.0.2,198.98.53.153,tcp,37098,9001,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,1612,0.000000,0.000000,,,,,,,
0.0.0.0,9,19:00:05.000240,19:00:05.000240,0,          ,9,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.1,tcp,56876,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,1824,0.000000,0.000000,,,,,,,
0.0.0.0,10,19:00:06.000392,19:00:06.000392,0,          ,10,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,198.98.53.153,100.0.0.1,tcp,28420,http-alt,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,2036,0.000000,0.000000,,,,,,,
