SrcId,Rank,StartTime,LastTime,Trans,Flgs,Seq,Dur,RunTime,IdleTime,Mean,StdDev,Sum,Min,Max,SrcMac,DstMac,SrcOui,DstOui,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sCo,dCo,sTtl,dTtl,sHops,dHops,sIpId,dIpId,sMpls,dMpls,AutoId,sAS,dAS,iAS,Cause,NStrok,sNStrok,dNStrok,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,PCRatio,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Retrans,SrcRetra,DstRetra,pRetran,SrcGap,DstGap,Rate,SrcRate,DstRate,Dir,SIntPkt,SIntDist,SIntPktAct,SIntActDist,SIntPktIdl,SIntIdlDist,DIntPkt,DIntDist,DIntPktAct,DIntActDist,DIntPktIdl,DIntIdlDist,SrcJitter,SrcJitAct,DstJitter,DstJitAct,State,Label,srcUdata,dstUdata,SrcWin,DstWin,sVlan,dVlan,sVid,dVid,sVpri,dVpri,SRange,ERange,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,TcpOpt,Inode,Offset,sMeanPktSz,dMeanPktSz,sPktSz,sMaxPktSz,dPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,dMinPktSz
0.0.0.0,,16:11:06.381311,16:11:06.380866,,          ,0,0.000445,,,,,,,,,,,,0,0,man,0,0,,,,,,,,,,,,,,,0,,,,Start,,,,0,0,0,0,0,0,0,0,0,,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,STA,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,,,,,,,
0.0.0.0,15,19:04:32.421450,19:04:32.421450,1,   *      ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1638,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,3072,40.000000,576.000000,,,,,,,
0.0.0.0,16,19:04:34.133450,19:04:34.133450,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3276,0.000000,0.000000,,,,,,,
0.0.0.0,17,19:04:38.048450,19:04:38.048450,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3488,0.000000,0.000000,,,,,,,
0.0.0.0,18,19:04:38.705450,19:04:38.705450,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3700,0.000000,0.000000,,,,,,,
0.0.0.0,19,19:04:43.813872,19:04:43.813872,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,3912,0.000000,0.000000,,,,,,,
0.0.0.0,20,19:04:44.041872,19:04:44.041872,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4124,0.000000,0.000000,,,,,,,
0.0.0.0,21,19:04:47.326872,19:04:47.326872,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4336,0.000000,0.000000,,,,,,,
0.0.0.0,22,19:04:48.881872,19:04:48.881872,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4548,0.000000,0.000000,,,,,,,
0.0.0.0,23,19:04:49.075296,19:04:49.075296,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4760,0.000000,0.000000,,,,,,,
0.0.0.0,24,19:04:52.682434,19:04:52.682434,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,4972,0.000000,0.000000,,,,,,,
0.0.0.0,25,19:04:59.208663,19:04:59.208663,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5184,0.000000,0.000000,,,,,,,
0.0.0.0,26,19:05:00.461663,19:05:00.461663,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5396,0.000000,0.000000,,,,,,,
0.0.0.0,27,19:05:02.685428,19:05:02.685428,1,   *      ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1638,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,5608,40.000000,576.000000,,,,,,,
0.0.0.0,28,19:05:07.725398,19:05:07.725398,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,5812,0.000000,0.000000,,,,,,,
0.0.0.0,29,19:05:10.062701,19:05:10.062701,0,          ,6,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,100.0.0.2,102.0.0.12,tcp,9001,31103,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6024,0.000000,0.000000,,,,,,,
0.0.0.0,30,19:05:10.534509,19:05:10.534509,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6236,0.000000,0.000000,,,,,,,
0.0.0.0,31,19:05:10.668701,19:05:10.668701,1,   *      ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,6448,40.000000,576.000000,,,,,,,
0.0.0.0,32,19:05:11.058433,19:05:11.058433,0,          ,7,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,145.239.82.229,102.0.0.12,tcp,9001,15401,,,,,,,,,,,,,,,0,,,,Start,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6652,0.000000,0.000000,,,,,,,
0.0.0.0,33,19:05:16.081433,19:05:16.081433,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,6864,0.000000,0.000000,,,,,,,
0.0.0.0,34,19:05:16.193778,19:05:16.193778,1,   *      ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1638,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,7076,40.000000,576.000000,,,,,,,
0.0.0.0,35,19:05:20.337433,19:05:20.337433,1,   *      ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,1713,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,7280,40.000000,576.000000,,,,,,,
0.0.0.0,36,19:05:23.822433,19:05:23.822433,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7484,0.000000,0.000000,,,,,,,
0.0.0.0,37,19:05:24.167652,19:05:24.167652,1,   *      ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,7696,40.000000,576.000000,,,,,,,
0.0.0.0,38,19:05:27.731652,19:05:27.731652,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,7900,0.000000,0.000000,,,,,,,
0.0.0.0,39,19:05:30.417652,19:05:30.417652,0,          ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,8112,0.000000,0.000000,,,,,,,
0.0.0.0,40,19:05:32.911652,19:05:32.911652,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,8324,0.000000,0.000000,,,,,,,
0.0.0.0,41,19:05:36.140778,19:05:36.140778,0,          ,3,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,95.217.16.212,tcp,35166,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,8536,0.000000,0.000000,,,,,,,
0.0.0.0,42,19:05:38.067652,19:05:38.067652,1,   *      ,5,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,102.0.0.12,100.0.0.2,tcp,37138,9001,0,0,cs0,cs0,,,64,64,0,0,0x0000,0x0000,,,0,,,,Status,,,,2,1,1,616,40,576,0,0,0,-0.000000,0.000000,0.000000,0.000000,2,1,1,50.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,   ->,,,,,,,,,,,,,,,,,CON,,,,4309,119,,,,,,,,,1043,4294967285,0.100000,0.100000,0.000000,,,8748,40.000000,576.000000,,,,,,,
0.0.0.0,43,19:05:39.523652,19:05:39.523652,0,          ,4,0.000000,0.000000,1671052288.000000,0.000000,0.000000,0.000000,,,,,,,102.0.0.12,145.239.82.229,tcp,30260,9001,,,,,,,,,,,,,,,0,,,,Status,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,INT,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,8952,0.000000,0.000000,,,,,,,
