timestamp,source_ip,destination_ip,domain,resource
1670024450,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670024570,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670024630,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670024691,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670024811,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670024931,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670024991,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025111,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025231,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025352,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025412,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025532,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025652,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025712,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025832,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670025953,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670026013,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
1670026133,102.0.0.35,101.0.0.10,evil.dne,/resource30.html
