timestamp,source_ip,destination_ip,domain,resource
1670013948,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014069,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014129,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014249,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014369,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014429,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014549,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014670,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014790,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014850,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014910,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670014970,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015090,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015210,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015271,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015331,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015391,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015511,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015631,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
1670015691,102.0.0.20,101.0.0.10,evil.dne,/resource20.html
