timestamp,source_ip,destination_ip,domain,resource
1670013942,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014062,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014182,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014242,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014362,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014422,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014483,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014603,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014723,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014843,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670014963,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015023,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015083,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015204,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015264,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015384,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015444,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015504,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015564,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
1670015685,102.0.0.12,101.0.0.10,evil.dne,/resource10.html
