frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len
"1","Dec 31, 1969 19:00:04.000000000 EST","85.204.116.214","100.0.0.2","6","40"
"2","Dec 31, 1969 19:00:04.000000000 EST","85.204.116.214","100.0.0.3","6","40"
"3","Dec 31, 1969 19:00:04.000000000 EST","85.204.116.214","100.0.0.1","6","40"
"4","Dec 31, 1969 19:00:04.000000000 EST","85.204.116.214","100.0.0.2","6","40"
"5","Dec 31, 1969 19:00:04.000000000 EST","85.204.116.214","100.0.0.3","6","40"
"6","Dec 31, 1969 19:00:04.066102000 EST","100.0.0.1","85.204.116.214","6","40"
"7","Dec 31, 1969 19:00:04.066102000 EST","85.204.116.214","100.0.0.1","6","1500"
"8","Dec 31, 1969 19:00:04.066102000 EST","85.204.116.214","100.0.0.1","6","1500"
"9","Dec 31, 1969 19:00:04.066620000 EST","100.0.0.3","85.204.116.214","6","40"
"10","Dec 31, 1969 19:00:04.066620000 EST","100.0.0.3","85.204.116.214","6","40"
"11","Dec 31, 1969 19:00:04.066620000 EST","85.204.116.214","100.0.0.3","6","208"
"12","Dec 31, 1969 19:00:04.066620000 EST","85.204.116.214","100.0.0.3","6","1500"
"13","Dec 31, 1969 19:00:04.066620000 EST","85.204.116.214","100.0.0.3","6","1500"
"14","Dec 31, 1969 19:00:04.087034000 EST","100.0.0.2","85.204.116.214","6","40"
"15","Dec 31, 1969 19:00:04.087034000 EST","100.0.0.2","85.204.116.214","6","40"
"16","Dec 31, 1969 19:00:04.087034000 EST","85.204.116.214","100.0.0.2","6","198"
"17","Dec 31, 1969 19:00:04.087034000 EST","85.204.116.214","100.0.0.2","6","1500"
"18","Dec 31, 1969 19:00:04.087034000 EST","85.204.116.214","100.0.0.2","6","1500"
"19","Dec 31, 1969 19:00:04.133204000 EST","100.0.0.1","85.204.116.214","6","40"
"20","Dec 31, 1969 19:00:04.133204000 EST","85.204.116.214","100.0.0.1","6","290"
"21","Dec 31, 1969 19:00:04.133240000 EST","100.0.0.3","85.204.116.214","6","103"
"22","Dec 31, 1969 19:00:04.134240000 EST","100.0.0.3","85.204.116.214","6","40"
"23","Dec 31, 1969 19:00:04.134240000 EST","85.204.116.214","100.0.0.3","6","290"
"24","Dec 31, 1969 19:00:04.134240000 EST","85.204.116.214","100.0.0.3","6","40"
"25","Dec 31, 1969 19:00:04.174068000 EST","100.0.0.2","85.204.116.214","6","103"
"26","Dec 31, 1969 19:00:04.175068000 EST","100.0.0.2","85.204.116.214","6","40"
"27","Dec 31, 1969 19:00:04.175068000 EST","85.204.116.214","100.0.0.2","6","290"
"28","Dec 31, 1969 19:00:04.175068000 EST","85.204.116.214","100.0.0.2","6","40"
"29","Dec 31, 1969 19:00:04.199306000 EST","100.0.0.1","85.204.116.214","6","40"
"30","Dec 31, 1969 19:00:04.199306000 EST","85.204.116.214","100.0.0.1","6","40"
"31","Dec 31, 1969 19:00:04.199306000 EST","100.0.0.1","85.204.116.214","6","100"
"32","Dec 31, 1969 19:00:04.199306000 EST","100.0.0.1","85.204.116.214","6","40"
"33","Dec 31, 1969 19:00:04.200306000 EST","85.204.116.214","100.0.0.1","6","40"
"34","Dec 31, 1969 19:00:04.200860000 EST","100.0.0.3","85.204.116.214","6","40"
"35","Dec 31, 1969 19:00:04.200860000 EST","85.204.116.214","100.0.0.3","6","40"
"36","Dec 31, 1969 19:00:04.200860000 EST","100.0.0.3","85.204.116.214","6","100"
"37","Dec 31, 1969 19:00:04.200860000 EST","100.0.0.3","85.204.116.214","6","40"
"38","Dec 31, 1969 19:00:04.200860000 EST","85.204.116.214","100.0.0.3","6","40"
"39","Dec 31, 1969 19:00:04.200860000 EST","85.204.116.214","100.0.0.3","6","40"
"40","Dec 31, 1969 19:00:04.200860000 EST","100.0.0.3","85.204.116.214","6","40"
"41","Dec 31, 1969 19:00:04.201860000 EST","85.204.116.214","100.0.0.3","6","40"
"42","Dec 31, 1969 19:00:04.262102000 EST","100.0.0.2","85.204.116.214","6","40"
"43","Dec 31, 1969 19:00:04.262102000 EST","85.204.116.214","100.0.0.2","6","40"
"44","Dec 31, 1969 19:00:04.262102000 EST","100.0.0.2","85.204.116.214","6","100"
"45","Dec 31, 1969 19:00:04.262102000 EST","100.0.0.2","85.204.116.214","6","40"
"46","Dec 31, 1969 19:00:04.262102000 EST","85.204.116.214","100.0.0.2","6","40"
"47","Dec 31, 1969 19:00:04.262102000 EST","85.204.116.214","100.0.0.2","6","40"
"48","Dec 31, 1969 19:00:04.262102000 EST","100.0.0.2","85.204.116.214","6","40"
"49","Dec 31, 1969 19:00:04.263102000 EST","85.204.116.214","100.0.0.2","6","40"
"50","Dec 31, 1969 19:00:04.265408000 EST","100.0.0.1","85.204.116.214","6","557"
"51","Dec 31, 1969 19:00:04.265408000 EST","85.204.116.214","100.0.0.1","6","1210"
"52","Dec 31, 1969 19:00:04.266408000 EST","100.0.0.1","85.204.116.214","6","40"
"53","Dec 31, 1969 19:00:04.266408000 EST","85.204.116.214","100.0.0.1","6","40"
"54","Dec 31, 1969 19:00:04.266408000 EST","85.204.116.214","100.0.0.1","6","40"
"55","Dec 31, 1969 19:00:04.267480000 EST","100.0.0.3","85.204.116.214","6","557"
"56","Dec 31, 1969 19:00:04.267480000 EST","100.0.0.3","85.204.116.214","6","40"
"57","Dec 31, 1969 19:00:04.267480000 EST","85.204.116.214","100.0.0.3","6","1210"
"58","Dec 31, 1969 19:00:04.268480000 EST","100.0.0.3","85.204.116.214","6","40"
"59","Dec 31, 1969 19:00:04.268480000 EST","85.204.116.214","100.0.0.3","6","40"
"60","Dec 31, 1969 19:00:04.268480000 EST","85.204.116.214","100.0.0.3","6","40"
"61","Dec 31, 1969 19:00:04.331510000 EST","100.0.0.1","85.204.116.214","6","120"
"62","Dec 31, 1969 19:00:04.331510000 EST","100.0.0.1","85.204.116.214","6","73"
"63","Dec 31, 1969 19:00:04.331510000 EST","85.204.116.214","100.0.0.1","6","119"
"64","Dec 31, 1969 19:00:04.331510000 EST","85.204.116.214","100.0.0.1","6","119"
"65","Dec 31, 1969 19:00:04.331510000 EST","85.204.116.214","100.0.0.1","6","1500"
"66","Dec 31, 1969 19:00:04.332510000 EST","100.0.0.1","85.204.116.214","6","40"
"67","Dec 31, 1969 19:00:04.334100000 EST","100.0.0.3","85.204.116.214","6","120"
"68","Dec 31, 1969 19:00:04.334100000 EST","100.0.0.3","85.204.116.214","6","73"
"69","Dec 31, 1969 19:00:04.334100000 EST","85.204.116.214","100.0.0.3","6","119"
"70","Dec 31, 1969 19:00:04.334100000 EST","85.204.116.214","100.0.0.3","6","119"
"71","Dec 31, 1969 19:00:04.334100000 EST","85.204.116.214","100.0.0.3","6","1500"
"72","Dec 31, 1969 19:00:04.335100000 EST","100.0.0.3","85.204.116.214","6","40"
"73","Dec 31, 1969 19:00:04.349136000 EST","100.0.0.2","85.204.116.214","6","557"
"74","Dec 31, 1969 19:00:04.349136000 EST","100.0.0.2","85.204.116.214","6","40"
"75","Dec 31, 1969 19:00:04.349136000 EST","85.204.116.214","100.0.0.2","6","1210"
"76","Dec 31, 1969 19:00:04.350136000 EST","100.0.0.2","85.204.116.214","6","40"
"77","Dec 31, 1969 19:00:04.350136000 EST","85.204.116.214","100.0.0.2","6","40"
"78","Dec 31, 1969 19:00:04.350136000 EST","85.204.116.214","100.0.0.2","6","40"
"79","Dec 31, 1969 19:00:04.398612000 EST","100.0.0.1","85.204.116.214","6","40"
"80","Dec 31, 1969 19:00:04.398612000 EST","85.204.116.214","100.0.0.1","6","640"
"81","Dec 31, 1969 19:00:04.401720000 EST","100.0.0.3","85.204.116.214","6","40"
"82","Dec 31, 1969 19:00:04.401720000 EST","85.204.116.214","100.0.0.3","6","640"
"83","Dec 31, 1969 19:00:04.436170000 EST","100.0.0.2","85.204.116.214","6","120"
"84","Dec 31, 1969 19:00:04.436170000 EST","100.0.0.2","85.204.116.214","6","73"
"85","Dec 31, 1969 19:00:04.436170000 EST","85.204.116.214","100.0.0.2","6","119"
"86","Dec 31, 1969 19:00:04.436170000 EST","85.204.116.214","100.0.0.2","6","119"
"87","Dec 31, 1969 19:00:04.436170000 EST","85.204.116.214","100.0.0.2","6","1500"
"88","Dec 31, 1969 19:00:04.437170000 EST","100.0.0.2","85.204.116.214","6","40"
"89","Dec 31, 1969 19:00:04.464714000 EST","100.0.0.1","85.204.116.214","6","1500"
"90","Dec 31, 1969 19:00:04.464714000 EST","100.0.0.1","85.204.116.214","6","812"
"91","Dec 31, 1969 19:00:04.465714000 EST","85.204.116.214","100.0.0.1","6","40"
"92","Dec 31, 1969 19:00:04.468340000 EST","100.0.0.3","85.204.116.214","6","1500"
"93","Dec 31, 1969 19:00:04.468340000 EST","100.0.0.3","85.204.116.214","6","820"
"94","Dec 31, 1969 19:00:04.469340000 EST","85.204.116.214","100.0.0.3","6","40"
"95","Dec 31, 1969 19:00:04.524204000 EST","100.0.0.2","85.204.116.214","6","40"
"96","Dec 31, 1969 19:00:04.524204000 EST","85.204.116.214","100.0.0.2","6","640"
"97","Dec 31, 1969 19:00:04.611238000 EST","100.0.0.2","85.204.116.214","6","1500"
"98","Dec 31, 1969 19:00:04.611238000 EST","100.0.0.2","85.204.116.214","6","813"
"99","Dec 31, 1969 19:00:04.612238000 EST","85.204.116.214","100.0.0.2","6","40"
"100","Dec 31, 1969 19:00:05.000238000 EST","85.204.116.214","100.0.0.1","6","40"
"101","Dec 31, 1969 19:00:05.000238000 EST","85.204.116.214","100.0.0.1","6","40"
"102","Dec 31, 1969 19:00:05.066340000 EST","100.0.0.1","85.204.116.214","6","40"
"103","Dec 31, 1969 19:00:05.066340000 EST","100.0.0.1","85.204.116.214","6","40"
"104","Dec 31, 1969 19:00:05.066340000 EST","85.204.116.214","100.0.0.1","6","198"
