frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len
"1","Dec 31, 1969 19:00:05.000000000 EST","195.201.29.252","100.0.0.1","6","40"
"2","Dec 31, 1969 19:00:05.000000000 EST","195.201.29.252","100.0.0.3","6","40"
"3","Dec 31, 1969 19:00:05.000000000 EST","195.201.29.252","100.0.0.1","6","40"
"4","Dec 31, 1969 19:00:05.000000000 EST","195.201.29.252","100.0.0.2","6","40"
"5","Dec 31, 1969 19:00:05.000000000 EST","195.201.29.252","100.0.0.3","6","40"
"6","Dec 31, 1969 19:00:05.013260000 EST","100.0.0.3","195.201.29.252","6","40"
"7","Dec 31, 1969 19:00:05.013260000 EST","100.0.0.3","195.201.29.252","6","40"
"8","Dec 31, 1969 19:00:05.013260000 EST","195.201.29.252","100.0.0.3","6","208"
"9","Dec 31, 1969 19:00:05.013260000 EST","195.201.29.252","100.0.0.3","6","1500"
"10","Dec 31, 1969 19:00:05.013260000 EST","195.201.29.252","100.0.0.3","6","1500"
"11","Dec 31, 1969 19:00:05.026520000 EST","100.0.0.3","195.201.29.252","6","103"
"12","Dec 31, 1969 19:00:05.027520000 EST","100.0.0.3","195.201.29.252","6","40"
"13","Dec 31, 1969 19:00:05.027520000 EST","195.201.29.252","100.0.0.3","6","286"
"14","Dec 31, 1969 19:00:05.027520000 EST","195.201.29.252","100.0.0.3","6","40"
"15","Dec 31, 1969 19:00:05.038206000 EST","100.0.0.1","195.201.29.252","6","40"
"16","Dec 31, 1969 19:00:05.038206000 EST","100.0.0.1","195.201.29.252","6","40"
"17","Dec 31, 1969 19:00:05.038206000 EST","100.0.0.2","195.201.29.252","6","40"
"18","Dec 31, 1969 19:00:05.038206000 EST","195.201.29.252","100.0.0.1","6","198"
"19","Dec 31, 1969 19:00:05.038206000 EST","195.201.29.252","100.0.0.1","6","1500"
"20","Dec 31, 1969 19:00:05.038206000 EST","195.201.29.252","100.0.0.1","6","1500"
"21","Dec 31, 1969 19:00:05.038206000 EST","195.201.29.252","100.0.0.2","6","1500"
"22","Dec 31, 1969 19:00:05.038206000 EST","195.201.29.252","100.0.0.2","6","1500"
"23","Dec 31, 1969 19:00:05.040780000 EST","100.0.0.3","195.201.29.252","6","40"
"24","Dec 31, 1969 19:00:05.040780000 EST","195.201.29.252","100.0.0.3","6","40"
"25","Dec 31, 1969 19:00:05.040780000 EST","100.0.0.3","195.201.29.252","6","100"
"26","Dec 31, 1969 19:00:05.040780000 EST","100.0.0.3","195.201.29.252","6","40"
"27","Dec 31, 1969 19:00:05.040780000 EST","195.201.29.252","100.0.0.3","6","40"
"28","Dec 31, 1969 19:00:05.040780000 EST","195.201.29.252","100.0.0.3","6","40"
"29","Dec 31, 1969 19:00:05.041780000 EST","195.201.29.252","100.0.0.3","6","40"
"30","Dec 31, 1969 19:00:05.054040000 EST","100.0.0.3","195.201.29.252","6","557"
"31","Dec 31, 1969 19:00:05.054040000 EST","100.0.0.3","195.201.29.252","6","40"
"32","Dec 31, 1969 19:00:05.054040000 EST","195.201.29.252","100.0.0.3","6","1211"
"33","Dec 31, 1969 19:00:05.055040000 EST","100.0.0.3","195.201.29.252","6","40"
"34","Dec 31, 1969 19:00:05.055040000 EST","195.201.29.252","100.0.0.3","6","40"
"35","Dec 31, 1969 19:00:05.055040000 EST","195.201.29.252","100.0.0.3","6","40"
"36","Dec 31, 1969 19:00:05.067300000 EST","100.0.0.3","195.201.29.252","6","120"
"37","Dec 31, 1969 19:00:05.067300000 EST","100.0.0.3","195.201.29.252","6","73"
"38","Dec 31, 1969 19:00:05.067300000 EST","195.201.29.252","100.0.0.3","6","119"
"39","Dec 31, 1969 19:00:05.067300000 EST","195.201.29.252","100.0.0.3","6","119"
"40","Dec 31, 1969 19:00:05.067300000 EST","195.201.29.252","100.0.0.3","6","1500"
"41","Dec 31, 1969 19:00:05.068300000 EST","100.0.0.3","195.201.29.252","6","40"
"42","Dec 31, 1969 19:00:05.076412000 EST","100.0.0.1","195.201.29.252","6","103"
"43","Dec 31, 1969 19:00:05.077412000 EST","100.0.0.1","195.201.29.252","6","40"
"44","Dec 31, 1969 19:00:05.077412000 EST","195.201.29.252","100.0.0.1","6","286"
