frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len
"1","Nov 30, 2022 11:56:54.370616000 EST",,,,"70"
"2","Nov 30, 2022 11:56:54.434739000 EST",,,,"42"
"3","Nov 30, 2022 11:56:55.586826000 EST",,,,"42"
"4","Nov 30, 2022 11:56:56.606893000 EST",,,,"42"
"5","Nov 30, 2022 11:56:57.630806000 EST",,,,"42"
"6","Nov 30, 2022 11:56:58.787003000 EST",,,,"42"
"7","Nov 30, 2022 11:56:59.810743000 EST",,,,"42"
"8","Nov 30, 2022 11:57:00.830826000 EST",,,,"42"
"9","Nov 30, 2022 11:57:02.469843000 EST",,,,"60"
"10","Nov 30, 2022 11:57:02.480011000 EST",,,,"60"
"11","Nov 30, 2022 11:57:02.560660000 EST",,,,"356"
"12","Nov 30, 2022 11:57:02.560683000 EST",,,,"77"
"13","Nov 30, 2022 11:57:02.814912000 EST",,,,"70"
"14","Nov 30, 2022 11:57:03.863436000 EST",,,,"356"
"15","Nov 30, 2022 11:57:05.078056000 EST",,,,"356"
"16","Nov 30, 2022 11:57:14.135232000 EST",,,,"60"
"17","Nov 30, 2022 11:57:21.246891000 EST",,,,"70"
"18","Nov 30, 2022 11:57:27.807937000 EST",,,,"60"
"19","Nov 30, 2022 11:57:41.650994000 EST",,,,"60"
"20","Nov 30, 2022 11:57:54.314178000 EST",,,,"60"
"21","Nov 30, 2022 11:57:56.066979000 EST",,,,"70"
"22","Nov 30, 2022 11:58:08.153529000 EST",,,,"60"
"23","Nov 30, 2022 11:58:11.548690000 EST",,,,"60"
"24","Nov 30, 2022 11:58:11.548861000 EST",,,,"42"
"25","Nov 30, 2022 11:58:11.558839000 EST","172.17.0.10","172.16.2.10","17","79"
"26","Nov 30, 2022 11:58:11.559706000 EST","172.16.2.10","172.17.0.10","17","120"
"27","Nov 30, 2022 11:58:16.798977000 EST",,,,"42"
"28","Nov 30, 2022 11:58:16.805153000 EST",,,,"60"
"29","Nov 30, 2022 11:58:20.644059000 EST",,,,"60"
"30","Nov 30, 2022 11:58:24.734137000 EST",,,,"380"
"31","Nov 30, 2022 11:58:34.030595000 EST",,,,"60"
"32","Nov 30, 2022 11:58:47.903752000 EST",,,,"60"
"33","Nov 30, 2022 11:59:01.821241000 EST",,,,"60"
"34","Nov 30, 2022 11:59:03.650778000 EST",,,,"70"
"35","Nov 30, 2022 11:59:14.551901000 EST",,,,"60"
"36","Nov 30, 2022 11:59:28.465091000 EST",,,,"60"
"37","Nov 30, 2022 11:59:42.406981000 EST",,,,"60"
"38","Nov 30, 2022 11:59:46.294820000 EST",,,,"380"
"39","Nov 30, 2022 11:59:55.214334000 EST",,,,"60"
"40","Nov 30, 2022 12:00:09.207407000 EST",,,,"60"
"41","Nov 30, 2022 12:00:23.200434000 EST",,,,"60"
"42","Nov 30, 2022 12:00:36.029195000 EST",,,,"60"
"43","Nov 30, 2022 12:00:50.003013000 EST",,,,"60"
"44","Nov 30, 2022 12:01:03.995816000 EST",,,,"60"
"45","Nov 30, 2022 12:01:07.812970000 EST",,,,"380"
"46","Nov 30, 2022 12:01:16.789036000 EST",,,,"60"
"47","Nov 30, 2022 12:01:29.054796000 EST",,,,"70"
"48","Nov 30, 2022 12:01:30.759126000 EST",,,,"60"
"49","Nov 30, 2022 12:01:44.799114000 EST",,,,"60"
"50","Nov 30, 2022 12:01:58.202750000 EST",,,,"60"
"51","Nov 30, 2022 12:02:11.619127000 EST",,,,"60"
"52","Nov 30, 2022 12:02:25.598669000 EST",,,,"60"
"53","Nov 30, 2022 12:02:29.390929000 EST",,,,"380"
"54","Nov 30, 2022 12:02:38.388382000 EST",,,,"60"
"55","Nov 30, 2022 12:02:52.370670000 EST",,,,"60"
"56","Nov 30, 2022 12:03:06.328987000 EST",,,,"60"
"57","Nov 30, 2022 12:03:19.166444000 EST",,,,"60"
"58","Nov 30, 2022 12:03:33.131591000 EST",,,,"60"
"59","Nov 30, 2022 12:03:46.851301000 EST",,,,"60"
"60","Nov 30, 2022 12:03:50.868277000 EST",,,,"380"
"61","Nov 30, 2022 12:04:00.075559000 EST",,,,"60"
"62","Nov 30, 2022 12:04:13.943725000 EST",,,,"60"
"63","Nov 30, 2022 12:04:27.921813000 EST",,,,"60"
"64","Nov 30, 2022 12:04:40.694773000 EST",,,,"60"
"65","Nov 30, 2022 12:04:54.666095000 EST",,,,"60"
"66","Nov 30, 2022 12:05:08.129772000 EST",,,,"60"
"67","Nov 30, 2022 12:05:12.243895000 EST",,,,"380"
"68","Nov 30, 2022 12:05:21.561612000 EST",,,,"60"
"69","Nov 30, 2022 12:05:35.413097000 EST",,,,"60"
"70","Nov 30, 2022 12:05:49.382986000 EST",,,,"60"
"71","Nov 30, 2022 12:05:51.198778000 EST",,,,"70"
"72","Nov 30, 2022 12:06:03.301440000 EST",,,,"60"
"73","Nov 30, 2022 12:06:16.090083000 EST",,,,"60"
"74","Nov 30, 2022 12:06:29.535059000 EST",,,,"60"
"75","Nov 30, 2022 12:06:33.560349000 EST",,,,"380"
"76","Nov 30, 2022 12:06:42.926789000 EST",,,,"60"
"77","Nov 30, 2022 12:06:56.730249000 EST",,,,"60"
"78","Nov 30, 2022 12:07:10.671634000 EST",,,,"60"
"79","Nov 30, 2022 12:07:24.633308000 EST",,,,"60"
"80","Nov 30, 2022 12:07:38.598013000 EST",,,,"60"
"81","Nov 30, 2022 12:07:50.874580000 EST",,,,"60"
"82","Nov 30, 2022 12:07:55.119293000 EST",,,,"380"
"83","Nov 30, 2022 12:08:04.515234000 EST",,,,"60"
"84","Nov 30, 2022 12:08:18.351165000 EST",,,,"60"
"85","Nov 30, 2022 12:08:32.371378000 EST",,,,"60"
"86","Nov 30, 2022 12:08:46.336987000 EST",,,,"60"
"87","Nov 30, 2022 12:09:00.318368000 EST",,,,"60"
"88","Nov 30, 2022 12:09:12.644134000 EST",,,,"60"
"89","Nov 30, 2022 12:09:16.609371000 EST",,,,"380"
"90","Nov 30, 2022 12:09:26.048256000 EST",,,,"60"
"91","Nov 30, 2022 12:09:39.854533000 EST",,,,"60"
"92","Nov 30, 2022 12:09:53.845205000 EST",,,,"60"
"93","Nov 30, 2022 12:10:07.783861000 EST",,,,"60"
"94","Nov 30, 2022 12:10:21.740607000 EST",,,,"60"
"95","Nov 30, 2022 12:10:35.180260000 EST",,,,"60"
"96","Nov 30, 2022 12:10:39.098151000 EST",,,,"380"
"97","Nov 30, 2022 12:10:47.441448000 EST",,,,"60"
"98","Nov 30, 2022 12:11:01.276583000 EST",,,,"60"
"99","Nov 30, 2022 12:11:15.301559000 EST",,,,"60"
"100","Nov 30, 2022 12:11:29.250926000 EST",,,,"60"
"101","Nov 30, 2022 12:11:43.255945000 EST",,,,"60"
"102","Nov 30, 2022 12:11:56.687993000 EST",,,,"60"
"103","Nov 30, 2022 12:12:00.587432000 EST",,,,"380"
"104","Nov 30, 2022 12:12:10.105167000 EST",,,,"60"
