timestamp,source_ip,destination_ip,domain,resource
1679339729,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339730,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339730,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339731,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339735,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339736,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339742,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339743,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339747,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339748,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339749,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339754,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339755,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339755,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339757,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339758,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339761,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339762,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339764,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339764,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339764,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339774,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339774,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339774,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339776,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339776,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339777,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339780,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339780,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339801,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339816,102.0.0.17,101.0.0.10,evil.dne,/resource3.html
1679339818,102.0.0.17,101.0.0.20,msedge.net,/
1679339899,102.0.0.17,101.0.0.20,gstatic.com,/
1679340000,102.0.0.17,101.0.0.20,vk.com,/
1679340097,102.0.0.17,101.0.0.20,rbxcdn.com,/
1679340217,102.0.0.17,101.0.0.20,klaviyo.com,/
1679340289,102.0.0.17,101.0.0.20,zoom.us,/
1679340368,102.0.0.17,101.0.0.20,apple.com,/
1679340490,102.0.0.17,101.0.0.20,sharethis.com,/
1679340542,102.0.0.17,101.0.0.20,pubmatic.com,/
1679340654,102.0.0.17,101.0.0.20,3gppnetwork.org,/
1679340739,102.0.0.17,101.0.0.20,bootstrapcdn.com,/
1679340800,102.0.0.17,101.0.0.20,cdn77.org,/
1679340907,102.0.0.17,101.0.0.20,vk.com,/
1679340961,102.0.0.17,101.0.0.20,surfsharkstatus.com,/
1679341042,102.0.0.17,101.0.0.20,3gppnetwork.org,/
1679341143,102.0.0.17,101.0.0.20,fontawesome.com,/
