0.3	dim: 0	window: 3	skip: 1	k: 2	thresh: 1
0.52	dim: 0	window: 3	skip: 1	k: 2	thresh: 2
0.52	dim: 0	window: 3	skip: 1	k: 2	thresh: 3
0.55	dim: 0	window: 3	skip: 1	k: 2	thresh: 4
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 5
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 6
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 7
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 8
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 9
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 10
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 11
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 12
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 13
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 14
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 15
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 16
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 17
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 18
0.54	dim: 0	window: 3	skip: 1	k: 2	thresh: 19
0.3	dim: 0	window: 3	skip: 1	k: 3	thresh: 1
0.52	dim: 0	window: 3	skip: 1	k: 3	thresh: 2
0.52	dim: 0	window: 3	skip: 1	k: 3	thresh: 3
0.55	dim: 0	window: 3	skip: 1	k: 3	thresh: 4
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 5
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 6
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 7
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 8
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 9
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 10
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 11
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 12
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 13
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 14
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 15
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 16
0.54	dim: 0	window: 3	skip: 1	k: 3	thresh: 17
